id,customer_id,tenant_id,channel,interaction_type,content,created_at
f94ae25f-5aa7-43b3-ba9e-62a29bbae74a,2e12a9d2-bfd3-480d-985e-12b55aeec76b,1,email,view,Interaction Content,2025-12-09T03:18:14.419Z
09b55469-6e85-469d-a131-474222ef9df1,2e12a9d2-bfd3-480d-985e-12b55aeec76b,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.419Z
a645c197-9edb-461b-b522-bf4ad5a968f0,c22a19e5-cf28-41cc-85e1-458820570296,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.419Z
a5f4c97e-d8de-42ec-8f7d-767a2d3b36ef,c22a19e5-cf28-41cc-85e1-458820570296,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.419Z
c7734fcd-a775-4aad-b12e-4085f296fbe6,c22a19e5-cf28-41cc-85e1-458820570296,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.419Z
9a9ddf5b-9a92-4d84-a46f-ec78f27d6cbe,54d41b73-d660-492e-b4cf-cf496bbfad37,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.419Z
1d8beadf-4847-45be-a0c6-1dcfff93858c,54d41b73-d660-492e-b4cf-cf496bbfad37,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.419Z
8e6ce42c-dfc2-466e-99fd-fbda567e9a64,54d41b73-d660-492e-b4cf-cf496bbfad37,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.419Z
5014cb0b-da63-4110-9f20-2a006c33c094,9f2061d5-7a7f-4453-b964-8e5c57933c2d,1,email,view,Interaction Content,2025-12-09T03:18:14.419Z
a7f5a065-ce27-4fa6-8828-ed251f9ba27a,9f2061d5-7a7f-4453-b964-8e5c57933c2d,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.419Z
1b3ce811-6007-4f03-8397-75918b401782,7a5b592a-e9a5-4e97-b33a-fe16a28424cb,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.419Z
33a5f66f-3fea-40cc-a8da-3a970e94780c,7a5b592a-e9a5-4e97-b33a-fe16a28424cb,1,site,click,Interaction Content,2025-12-09T03:18:14.419Z
0b1bc5fb-099e-483c-8c3f-a98684a0c426,7a5b592a-e9a5-4e97-b33a-fe16a28424cb,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.419Z
fed55c45-b8b1-44cb-bbb6-d448cb0f682c,7a5b592a-e9a5-4e97-b33a-fe16a28424cb,1,site,click,Interaction Content,2025-12-09T03:18:14.419Z
0c511e4d-fbe0-4d0d-b589-f62f0b3ea0fa,7a5b592a-e9a5-4e97-b33a-fe16a28424cb,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.419Z
9d002e15-0ff2-4011-bf94-9ea8c9049195,33914c37-501d-4a09-a54f-3ba44bc5bcdd,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.419Z
b26ca078-13e8-4880-87a9-65740dab20a1,33914c37-501d-4a09-a54f-3ba44bc5bcdd,1,site,view,Interaction Content,2025-12-09T03:18:14.419Z
a4fa7205-8122-4211-a27c-c37cf5b8f968,33914c37-501d-4a09-a54f-3ba44bc5bcdd,1,site,view,Interaction Content,2025-12-09T03:18:14.419Z
60f76f8c-a19e-47bc-a4d1-8815370f0c3a,14aa9d64-4747-4e78-a223-8cb1f3515689,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.419Z
b005588c-8b6b-48d0-a33c-0ff0891876ed,14aa9d64-4747-4e78-a223-8cb1f3515689,1,site,view,Interaction Content,2025-12-09T03:18:14.419Z
bbc90d70-da1d-48ba-a7ab-5f108d78f31d,14aa9d64-4747-4e78-a223-8cb1f3515689,1,site,view,Interaction Content,2025-12-09T03:18:14.419Z
653389ba-98a9-4210-904a-1ac7d052738b,14aa9d64-4747-4e78-a223-8cb1f3515689,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.419Z
b715b861-07d9-4b90-8894-de371375bd69,14aa9d64-4747-4e78-a223-8cb1f3515689,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.419Z
f3cad6e8-121e-4810-887c-44eb3906ee10,29074982-3e38-4fc6-af9b-5699c2f96ea3,1,email,click,Interaction Content,2025-12-09T03:18:14.419Z
5cacfc3a-7bb4-46c4-9381-2998cb0e7f9a,8a395fc0-59a2-4162-a0a0-4078db751795,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.419Z
3f0067d5-39f5-4515-9fcb-134d3382a94b,87336be2-d2b2-4378-99db-9dc582fcffa0,1,site,click,Interaction Content,2025-12-09T03:18:14.419Z
1768170a-b3df-4435-b283-3de7c01fe7b3,87336be2-d2b2-4378-99db-9dc582fcffa0,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.419Z
324f0b4e-6ade-4076-b4b8-4e8abf000107,87336be2-d2b2-4378-99db-9dc582fcffa0,1,email,view,Interaction Content,2025-12-09T03:18:14.419Z
5495d167-8d46-4e79-a2e7-bc4081edfc8c,87336be2-d2b2-4378-99db-9dc582fcffa0,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.419Z
ce3f04ba-90d2-415b-967b-efc05a3063cd,832568ce-a514-42c6-8738-902b4fb503e4,1,site,click,Interaction Content,2025-12-09T03:18:14.420Z
6879e923-4097-4cc9-a322-aa05d4469736,832568ce-a514-42c6-8738-902b4fb503e4,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
70a6c42b-ce06-44ea-9164-9b937feb7e5f,c17b57cc-8733-4eed-a741-43175af7927b,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
bcb11fd4-f5ef-42f6-a0c8-e51dd8e8ab3a,32851974-e036-49e9-8429-756d1ba0c0cd,1,email,click,Interaction Content,2025-12-09T03:18:14.420Z
c8c87f1b-e200-49e2-b6b9-bb86cb183e90,32851974-e036-49e9-8429-756d1ba0c0cd,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
2df9a8b6-78ea-4b71-9b88-ea4afb5d935a,d7479625-42a5-4c3c-ade9-38d191b66f56,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
b462cb86-8300-4698-bb41-aa8968f984fc,d7479625-42a5-4c3c-ade9-38d191b66f56,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
214d1d97-57d0-49de-a695-568a709bc91e,0e6d6dce-ac4f-47dd-a07a-ea09fbace17c,1,site,click,Interaction Content,2025-12-09T03:18:14.420Z
840c5044-ee8c-4abb-b19f-6e7fbc0a89ae,0e6d6dce-ac4f-47dd-a07a-ea09fbace17c,1,site,click,Interaction Content,2025-12-09T03:18:14.420Z
e094fdf8-c2d1-48a8-98db-eb1c04618cf3,24620abe-3f3c-46d3-a92a-8a3524ba138d,1,email,view,Interaction Content,2025-12-09T03:18:14.420Z
617a3bdd-721b-4755-9b4c-88474ca20ec7,24620abe-3f3c-46d3-a92a-8a3524ba138d,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
ff395a9b-b47a-400c-b88f-be0a618f5cbf,24620abe-3f3c-46d3-a92a-8a3524ba138d,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
bcbaa0c3-8017-414b-9f8c-0169c1a522a7,24620abe-3f3c-46d3-a92a-8a3524ba138d,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
ef08e940-9bb0-433c-ac36-6816fd7e91ad,24620abe-3f3c-46d3-a92a-8a3524ba138d,1,site,view,Interaction Content,2025-12-09T03:18:14.420Z
a9abdc48-0881-4f97-b48c-39a7ce675904,144b0d67-e7b4-4929-9d7f-9a8b63b37238,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
f7a87d94-1e7e-4117-8932-63c6f8fddebb,90b01a6d-eada-43fe-b353-2978a33fa488,1,site,click,Interaction Content,2025-12-09T03:18:14.420Z
d3b8f329-be11-4833-ade9-be92a340fa70,90b01a6d-eada-43fe-b353-2978a33fa488,1,email,click,Interaction Content,2025-12-09T03:18:14.420Z
cbe77dc0-dfca-4f7f-a91c-34f1463a1c77,90b01a6d-eada-43fe-b353-2978a33fa488,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
62dd1f8b-bc43-4e7a-a423-f7ea1a57e349,ec360aad-749d-4dd2-8123-c5cb8a3d4a87,1,site,view,Interaction Content,2025-12-09T03:18:14.420Z
0516043e-6bcf-454f-b90c-a541fee04016,ec360aad-749d-4dd2-8123-c5cb8a3d4a87,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
dcfc13b6-ac0a-4d88-a52c-eeb8c9c74a68,cec95630-1613-4890-a3b7-9abba2f2dfc2,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
c651992a-0f26-45d2-bef7-992a19f28d9d,cec95630-1613-4890-a3b7-9abba2f2dfc2,1,email,view,Interaction Content,2025-12-09T03:18:14.420Z
ee92167f-f65a-40be-a167-a3c345bd3868,eacb8e92-75e6-4f07-bc02-d725844d8f8b,1,site,view,Interaction Content,2025-12-09T03:18:14.420Z
ae798f16-de2d-4969-a8df-35035b57a1dc,08f25b32-b445-443e-bd23-2236318d2dfc,1,site,view,Interaction Content,2025-12-09T03:18:14.420Z
adc56199-0d12-4f35-924b-f16757d632e7,08f25b32-b445-443e-bd23-2236318d2dfc,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
3e37b0f2-72e9-44b7-bb7f-427aaeb8120b,08f25b32-b445-443e-bd23-2236318d2dfc,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
1b6d8b1d-ff8a-4dfc-a946-6e5f2d8724e9,08f25b32-b445-443e-bd23-2236318d2dfc,1,site,view,Interaction Content,2025-12-09T03:18:14.420Z
624b9a49-42e6-4c80-876f-4aad67039594,dde9ce44-9dca-4542-83f4-03094581a91f,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
1ec23921-764c-456d-ab4f-85cee4554188,dde9ce44-9dca-4542-83f4-03094581a91f,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
445694df-ec7a-48b0-87a1-40f3bf8d00fc,dde9ce44-9dca-4542-83f4-03094581a91f,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
dc89103e-5ffa-46c6-af42-bb7dd063ab79,097300c8-7673-4a8c-a0e1-3f8c41003f32,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
0e0dcb4f-3edb-47d8-bbd1-daa49670ff92,097300c8-7673-4a8c-a0e1-3f8c41003f32,1,email,view,Interaction Content,2025-12-09T03:18:14.420Z
5e68b0cb-91b6-4889-a2bf-20fc4b97f32c,097300c8-7673-4a8c-a0e1-3f8c41003f32,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
96fae9e3-ed57-4191-8123-57c0ef075e7a,ccc0be4e-a2a2-4ab9-b186-6e8fa8fd1d11,1,site,click,Interaction Content,2025-12-09T03:18:14.420Z
998cf180-9366-4174-af20-97d17b786d5f,ccc0be4e-a2a2-4ab9-b186-6e8fa8fd1d11,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
963ecf57-ab64-4e17-ac2a-40f9fb5cc42b,51da34c7-8209-43ff-b7ea-9fdbc48920ee,1,site,click,Interaction Content,2025-12-09T03:18:14.420Z
22683dbf-9214-4e88-8b8e-009a6097f58c,51da34c7-8209-43ff-b7ea-9fdbc48920ee,1,site,click,Interaction Content,2025-12-09T03:18:14.420Z
57704983-eb41-41a7-85e1-311ed4f4d4d8,ba221445-55eb-4bac-bf1e-c71052de3200,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
003d1023-ca95-4c76-925a-8d81ca8ea181,ba221445-55eb-4bac-bf1e-c71052de3200,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
4e967b06-bb92-4fed-b666-30860a14aa8f,ba221445-55eb-4bac-bf1e-c71052de3200,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
98b73f7b-5c6a-4684-9938-c395a174e6d0,45f07459-0466-4809-926e-baf021fab968,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.420Z
daaa55af-b7e8-4745-b1c2-7fd2142a5e8a,45f07459-0466-4809-926e-baf021fab968,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
6caab63e-ba0b-4794-b3ca-85824268b0de,a50fdb57-1f12-4e2f-9607-5ad1ab7d863e,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
1e99ade4-49c5-4a29-8508-fac1583ad6e3,7bca7a53-fb83-4721-ab8c-2627918e160b,1,email,click,Interaction Content,2025-12-09T03:18:14.420Z
fced998e-6c99-4f82-b97c-66cad9492a20,7bca7a53-fb83-4721-ab8c-2627918e160b,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.420Z
0d8aa20e-f021-462f-b4fd-37afc6f3c023,7bca7a53-fb83-4721-ab8c-2627918e160b,1,email,view,Interaction Content,2025-12-09T03:18:14.420Z
975edaad-bbd8-417f-b468-925b0da581dd,7bca7a53-fb83-4721-ab8c-2627918e160b,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
d6a4cc37-43cd-4b23-a765-b09f6299aaa0,7bca7a53-fb83-4721-ab8c-2627918e160b,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
e74bf7c1-f325-46eb-960c-8a9aeb39bb36,65d97e34-827a-46b8-b112-56bcfb8e8232,1,email,view,Interaction Content,2025-12-09T03:18:14.420Z
02b8d2cb-2803-487d-90bd-0976741f6195,65d97e34-827a-46b8-b112-56bcfb8e8232,1,site,view,Interaction Content,2025-12-09T03:18:14.420Z
8f6ff42c-e047-4877-b725-68ac0db3786d,65d97e34-827a-46b8-b112-56bcfb8e8232,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
f81f53d1-828c-4646-bef0-d58b2cc81731,d889e273-bb8f-4db4-b5e8-6a204c974ab7,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
1903667e-d815-4bce-97c5-e2a0d50e1af3,d889e273-bb8f-4db4-b5e8-6a204c974ab7,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
dd8fcff6-fa67-4635-b8bf-3c65bdc4ddfd,d889e273-bb8f-4db4-b5e8-6a204c974ab7,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
8bb01efc-c237-4c57-abbf-c43bea79163a,74890941-9d99-4813-b1c3-8c060b92bd28,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.420Z
6fa12e85-4ac8-4f39-872f-46bcf1a6e60a,74890941-9d99-4813-b1c3-8c060b92bd28,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
fd111c3d-f82b-485e-bf36-977f50df63cd,74890941-9d99-4813-b1c3-8c060b92bd28,1,site,click,Interaction Content,2025-12-09T03:18:14.420Z
babbd399-7946-4a7d-9e0e-ac3922d0e52b,74890941-9d99-4813-b1c3-8c060b92bd28,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
843a9e9e-feed-48db-b738-458211261529,2ac66eea-a126-448a-a7d7-fc5a6bf60a87,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
86517b81-34ce-4eb3-8611-e38d43662087,48aea3bc-08e2-4854-80c5-f687d284f291,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
e7f2ed5a-7a17-4b84-9a91-d79985e5f439,48aea3bc-08e2-4854-80c5-f687d284f291,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.420Z
cc4983d2-52a6-4f1b-aa72-7487c5771f40,48aea3bc-08e2-4854-80c5-f687d284f291,1,email,view,Interaction Content,2025-12-09T03:18:14.420Z
e77d10ef-f0c3-4d7d-ac4c-3feb47170f03,48aea3bc-08e2-4854-80c5-f687d284f291,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
3728c002-797b-4d52-87dc-7fe96d7622f2,48aea3bc-08e2-4854-80c5-f687d284f291,1,email,view,Interaction Content,2025-12-09T03:18:14.420Z
9c3c0771-a5ae-4f42-aa4b-afbf45f31651,5f855a1e-6aa0-4256-ba7d-fca631353a05,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
cb1b6fe1-a95e-47aa-8293-f61d560b52b9,5f855a1e-6aa0-4256-ba7d-fca631353a05,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.420Z
dd449330-5277-413b-9376-11a5ad3f90a3,5f855a1e-6aa0-4256-ba7d-fca631353a05,1,site,view,Interaction Content,2025-12-09T03:18:14.420Z
c8754b59-a733-49c8-b979-e98b38a13fa5,5f855a1e-6aa0-4256-ba7d-fca631353a05,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.420Z
40096fc4-f0a3-4c9c-a967-987c522b1ef1,90ff363a-2d86-40ed-83a2-db166bc8f72e,1,site,view,Interaction Content,2025-12-09T03:18:14.421Z
a913ad11-f216-4440-afeb-97b3896872b9,90ff363a-2d86-40ed-83a2-db166bc8f72e,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.421Z
558396b2-141c-4f9e-9fc6-9a3cb3599aae,90ff363a-2d86-40ed-83a2-db166bc8f72e,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.421Z
160b02a7-2a13-49d8-b6ff-59c9a5a24b65,4ec646de-f6d3-4367-9a5c-506037529d1b,1,site,view,Interaction Content,2025-12-09T03:18:14.421Z
02d37b86-247d-4933-b6b0-84b3a010c372,4ec646de-f6d3-4367-9a5c-506037529d1b,1,site,view,Interaction Content,2025-12-09T03:18:14.421Z
6bc521be-2376-489c-b435-83bc047e252e,4ec646de-f6d3-4367-9a5c-506037529d1b,1,email,click,Interaction Content,2025-12-09T03:18:14.421Z
2c235979-b152-4717-8707-74a1b3596c8d,b9ed8078-c3fa-4296-8f81-e7c29e807306,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
d02aa921-99aa-474e-a267-52fadc3c032a,b9ed8078-c3fa-4296-8f81-e7c29e807306,1,site,click,Interaction Content,2025-12-09T03:18:14.421Z
fa98e7ae-4cc8-4743-af42-055d39c80765,b9ed8078-c3fa-4296-8f81-e7c29e807306,1,email,view,Interaction Content,2025-12-09T03:18:14.421Z
94f5b4b4-f73a-49b6-837b-94af1490100e,b9ed8078-c3fa-4296-8f81-e7c29e807306,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
9f37ad9b-4e17-4c3c-9e25-d5028143b95a,4e3f28f4-02bf-4fe3-b3aa-cf4ff7523599,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
458246ce-2253-48d9-b911-637096ff3e27,4e3f28f4-02bf-4fe3-b3aa-cf4ff7523599,1,email,click,Interaction Content,2025-12-09T03:18:14.421Z
b496426c-8769-4339-a08d-db3f4c78ef00,4e3f28f4-02bf-4fe3-b3aa-cf4ff7523599,1,email,click,Interaction Content,2025-12-09T03:18:14.421Z
2aa75893-26d5-4bd9-af4f-a874a52a8225,4e3f28f4-02bf-4fe3-b3aa-cf4ff7523599,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
50fb72da-f795-451a-bc83-f77f2919cf51,71af9131-acde-4a44-b760-65c909837963,1,email,click,Interaction Content,2025-12-09T03:18:14.421Z
cfa0a2f4-0a91-4097-b497-653f92c1a3b1,71af9131-acde-4a44-b760-65c909837963,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.421Z
83114a8d-9288-489e-b399-fb939d21ce80,71af9131-acde-4a44-b760-65c909837963,1,email,view,Interaction Content,2025-12-09T03:18:14.421Z
f99af32d-f09d-4098-9f89-f394018ced4f,71af9131-acde-4a44-b760-65c909837963,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
7e707ba0-0cfa-4f68-9471-c8d578746fcd,71af9131-acde-4a44-b760-65c909837963,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
f2017e88-baff-4407-b8b1-14313cc2f2ae,eb62beb7-38fc-4ec7-b7fd-eba476ab6d26,1,email,click,Interaction Content,2025-12-09T03:18:14.421Z
0e067560-9d91-4a73-a3d0-02d416b6d4ab,8b741906-ec90-441e-b8f2-7bcce0ca5df6,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
ea1dae53-1810-4b21-9970-53ef33cb24c8,8b741906-ec90-441e-b8f2-7bcce0ca5df6,1,site,view,Interaction Content,2025-12-09T03:18:14.421Z
70fcbed2-9c1e-49f3-9d06-f6a4561fcb47,8b741906-ec90-441e-b8f2-7bcce0ca5df6,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
4c5408e9-f29e-422c-a66d-a539b92a5e16,8b741906-ec90-441e-b8f2-7bcce0ca5df6,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.421Z
00e912a3-528d-4575-b430-29a8b97e1ca3,f8f7e5c0-7841-48d7-a6b3-e784e5794cf0,1,site,view,Interaction Content,2025-12-09T03:18:14.421Z
dbd6228f-7eef-4a37-9652-7df6817c79d9,f8f7e5c0-7841-48d7-a6b3-e784e5794cf0,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
648b6348-d8f2-4d1a-b0b3-297c698d79c0,f8f7e5c0-7841-48d7-a6b3-e784e5794cf0,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
3ce9235c-2b8e-409f-b666-817d850a693f,2ad08271-c935-4d9d-be2a-ef1d210a44c3,1,site,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
19167eb0-0472-45cc-8130-6d4f1d2abfdf,2ad08271-c935-4d9d-be2a-ef1d210a44c3,1,email,view,Interaction Content,2025-12-09T03:18:14.421Z
078dd9b0-9ea4-44d5-9f0a-e2384003850c,2ad08271-c935-4d9d-be2a-ef1d210a44c3,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.421Z
00f37353-7669-46c8-826b-f960cf05295e,2ad08271-c935-4d9d-be2a-ef1d210a44c3,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
2184cd2d-4c4c-4a2a-9cba-37702feef2f4,cfbfbf49-c73e-4c05-b037-0d89918760a1,1,email,view,Interaction Content,2025-12-09T03:18:14.421Z
4f1555e9-3b41-4122-86d7-d9986e132f05,7548286d-d978-437b-aedf-59a443243179,1,whatsapp,view,Interaction Content,2025-12-09T03:18:14.421Z
e4259eee-dffa-46d2-b55c-a7150f2fc0f9,7548286d-d978-437b-aedf-59a443243179,1,site,view,Interaction Content,2025-12-09T03:18:14.421Z
ad828213-e049-4e2a-a85b-52ee02ead85a,7548286d-d978-437b-aedf-59a443243179,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
e4dc1b56-ce90-40d5-bff2-bb2158fe6d1d,a84f87fd-d9f4-4d53-8b5d-4c6bcf3309f4,1,whatsapp,click,Interaction Content,2025-12-09T03:18:14.421Z
cc82de78-6402-457e-b353-815e4e31111d,a84f87fd-d9f4-4d53-8b5d-4c6bcf3309f4,1,site,view,Interaction Content,2025-12-09T03:18:14.421Z
1ab7d45b-c887-462f-ab98-bd820887b68e,a84f87fd-d9f4-4d53-8b5d-4c6bcf3309f4,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
c3e9b69e-07e2-4508-aca9-13912b2c416b,ca8af896-51d3-4d63-b0a0-6cf7f88b54f1,1,email,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
973aed09-6add-459a-b5c4-b4c0520ee00d,ca8af896-51d3-4d63-b0a0-6cf7f88b54f1,1,site,click,Interaction Content,2025-12-09T03:18:14.421Z
10a50b42-8038-4c7d-a80f-811ad3375b45,ca8af896-51d3-4d63-b0a0-6cf7f88b54f1,1,whatsapp,message_sent,Interaction Content,2025-12-09T03:18:14.421Z
48a7827e-5505-4981-a5b2-10b9d46e0af3,ca8af896-51d3-4d63-b0a0-6cf7f88b54f1,1,site,click,Interaction Content,2025-12-09T03:18:14.421Z
b0b24868-6c8b-4b5b-a4d0-9a03592b1465,52266982-c47b-47b7-b07c-096c1024c9bc,1,email,click,Interaction Content,2025-12-09T03:18:14.421Z
bea45147-8329-491f-bfa4-05cd7bec3849,52266982-c47b-47b7-b07c-096c1024c9bc,1,site,view,Interaction Content,2025-12-09T03:18:14.421Z
