tenant_id,project_id,title,status,priority,created_at
1,3,Task 90 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 91 - Analysis,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 92 - Testing,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 93 - Analysis,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 94 - Development,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 95 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 96 - Analysis,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 97 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 98 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 99 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 100 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 101 - Review,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 102 - Review,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 103 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,2,Task 104 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 105 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 106 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 107 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 108 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 109 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 110 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 111 - Development,done,medium,2025-12-11T03:07:02.076Z
1,1,Task 112 - Development,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 113 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 114 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 115 - Development,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 116 - Analysis,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 117 - Analysis,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 118 - Testing,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 119 - Review,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 120 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 121 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 122 - Analysis,todo,medium,2025-12-11T03:07:02.076Z
1,2,Task 123 - Analysis,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 124 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 125 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 126 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 127 - Analysis,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 128 - Analysis,done,medium,2025-12-11T03:07:02.076Z
1,2,Task 129 - Development,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 130 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 131 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 132 - Review,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 133 - Development,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 134 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,2,Task 135 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,2,Task 136 - Testing,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 137 - Analysis,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 138 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,2,Task 139 - Review,done,medium,2025-12-11T03:07:02.076Z
1,2,Task 140 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,2,Task 141 - Development,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 142 - Development,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 143 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 144 - Testing,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 145 - Testing,done,medium,2025-12-11T03:07:02.076Z
1,1,Task 146 - Testing,done,medium,2025-12-11T03:07:02.076Z
1,2,Task 147 - Development,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 148 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 149 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 150 - Testing,done,medium,2025-12-11T03:07:02.076Z
1,2,Task 151 - Analysis,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 152 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 153 - Analysis,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 154 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 155 - Development,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 156 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 157 - Analysis,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 158 - Development,done,medium,2025-12-11T03:07:02.076Z
1,1,Task 159 - Analysis,done,medium,2025-12-11T03:07:02.076Z
1,1,Task 160 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 161 - Analysis,todo,medium,2025-12-11T03:07:02.076Z
1,2,Task 162 - Development,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 163 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 164 - Analysis,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 165 - Development,done,medium,2025-12-11T03:07:02.076Z
1,1,Task 166 - Development,done,medium,2025-12-11T03:07:02.076Z
1,1,Task 167 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 168 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 169 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 170 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 171 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 172 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 173 - Testing,done,medium,2025-12-11T03:07:02.076Z
1,13,Task 174 - Development,done,medium,2025-12-11T03:07:02.076Z
1,1,Task 175 - Analysis,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 176 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 177 - Analysis,done,medium,2025-12-11T03:07:02.076Z
1,2,Task 178 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 179 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 180 - Testing,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 181 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 182 - Development,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 183 - Analysis,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 184 - Analysis,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 185 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 186 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 187 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,1,Task 188 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 189 - Review,todo,medium,2025-12-11T03:07:02.076Z
1,3,Task 190 - Testing,todo,medium,2025-12-11T03:07:02.076Z
1,13,Task 191 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 192 - Analysis,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 193 - Analysis,in_progress,medium,2025-12-11T03:07:02.076Z
1,3,Task 194 - Analysis,in_progress,medium,2025-12-11T03:07:02.076Z
1,2,Task 195 - Development,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 196 - Review,done,medium,2025-12-11T03:07:02.076Z
1,3,Task 197 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,1,Task 198 - Review,in_progress,medium,2025-12-11T03:07:02.076Z
1,13,Task 199 - Development,todo,medium,2025-12-11T03:07:02.076Z
1,2,Task 200 - Testing,todo,medium,2025-12-11T03:07:02.076Z
