id,experiment_id,period,total_sales,predicted_sales,growth_rate,conversion_rate,avg_ticket,top_products,sales_by_region,sales_trend,seasonality_index
16c51e13-14a2-4006-b2be-3e8897e5f3d6,6b71db46-6b49-486d-bbb9-21f2fc7252d5,monthly,1404218.84,1782921.92,0.0532,0.0735,421.53,"[{""name"": ""Product 0"", ""sales"": 94318}, {""name"": ""Product 1"", ""sales"": 145739}, {""name"": ""Product 2"", ""sales"": 116247}, {""name"": ""Product 3"", ""sales"": 100337}, {""name"": ""Product 4"", ""sales"": 184590}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
70a8f733-21df-4b4c-8b28-073dec14916e,0fda7499-c3fc-46b6-b4b5-eab34c6d5082,monthly,920368.76,1342281.94,0.2332,0.0494,738.78,"[{""name"": ""Product 0"", ""sales"": 63634}, {""name"": ""Product 1"", ""sales"": 112601}, {""name"": ""Product 2"", ""sales"": 130382}, {""name"": ""Product 3"", ""sales"": 118973}, {""name"": ""Product 4"", ""sales"": 167684}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
d75ccd54-490c-4840-8fe8-0a2742afd364,8efc0726-9286-44cc-b384-05b95fa98974,monthly,1994230.9,1053278.17,0.1046,0.0797,576.85,"[{""name"": ""Product 0"", ""sales"": 71035}, {""name"": ""Product 1"", ""sales"": 137272}, {""name"": ""Product 2"", ""sales"": 194513}, {""name"": ""Product 3"", ""sales"": 58224}, {""name"": ""Product 4"", ""sales"": 84249}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
fd77f239-5926-4bd4-a1e2-664272ef5cd7,68af54b0-0b7b-4b4b-a516-991b03504dcf,monthly,1808060.04,1983941.35,0.0521,0.0544,346.76,"[{""name"": ""Product 0"", ""sales"": 102335}, {""name"": ""Product 1"", ""sales"": 173239}, {""name"": ""Product 2"", ""sales"": 149619}, {""name"": ""Product 3"", ""sales"": 151815}, {""name"": ""Product 4"", ""sales"": 59432}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
b7eff616-aef1-455d-afe0-42bca84c8729,d659b5df-d1e6-4fb0-8a76-c1bc63050eb9,monthly,1542932.42,947048.23,0.125,0.042,483.18,"[{""name"": ""Product 0"", ""sales"": 161283}, {""name"": ""Product 1"", ""sales"": 156743}, {""name"": ""Product 2"", ""sales"": 139686}, {""name"": ""Product 3"", ""sales"": 84692}, {""name"": ""Product 4"", ""sales"": 140764}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
690fc124-8799-4194-9941-fa0bb590333e,f8ac18ab-fb55-4257-93f7-7a913b59713b,monthly,1578675.66,1392764.59,0.1478,0.036,743.68,"[{""name"": ""Product 0"", ""sales"": 72228}, {""name"": ""Product 1"", ""sales"": 133522}, {""name"": ""Product 2"", ""sales"": 183376}, {""name"": ""Product 3"", ""sales"": 79759}, {""name"": ""Product 4"", ""sales"": 56031}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
7b26196c-9b70-476c-98af-d7f917c7b22a,615f77b3-6b66-4964-aeb9-d9a0a314fc01,monthly,1716132.62,1793838.11,0.0714,0.0245,392.7,"[{""name"": ""Product 0"", ""sales"": 90371}, {""name"": ""Product 1"", ""sales"": 199922}, {""name"": ""Product 2"", ""sales"": 112113}, {""name"": ""Product 3"", ""sales"": 72907}, {""name"": ""Product 4"", ""sales"": 69768}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
46006911-2fd7-4bf3-87b8-5c3183ca2dff,5083f6d0-df1e-44a8-bf2f-1434dae2c8d7,monthly,514467.87,541246.61,0.2114,0.0722,551.35,"[{""name"": ""Product 0"", ""sales"": 90958}, {""name"": ""Product 1"", ""sales"": 170786}, {""name"": ""Product 2"", ""sales"": 136743}, {""name"": ""Product 3"", ""sales"": 77743}, {""name"": ""Product 4"", ""sales"": 81975}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
45d668c8-2796-4543-92a8-09d141e42c83,8bf2aea6-a459-452f-81c9-887f40ca64cb,monthly,584249.62,739169.61,0.2336,0.0756,270.62,"[{""name"": ""Product 0"", ""sales"": 74008}, {""name"": ""Product 1"", ""sales"": 51006}, {""name"": ""Product 2"", ""sales"": 163500}, {""name"": ""Product 3"", ""sales"": 111099}, {""name"": ""Product 4"", ""sales"": 105107}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
1c609e04-f55e-4042-8a30-094315432564,9790dede-9b6f-4c8f-b92b-7452c29f6022,monthly,574997.95,645470.89,0.1141,0.0518,459.43,"[{""name"": ""Product 0"", ""sales"": 101720}, {""name"": ""Product 1"", ""sales"": 179840}, {""name"": ""Product 2"", ""sales"": 98775}, {""name"": ""Product 3"", ""sales"": 173000}, {""name"": ""Product 4"", ""sales"": 125514}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
af2af0dc-172a-48ae-a57b-aa686d824eb6,1d7c74f8-64f4-4417-a9b4-77e81e13761c,monthly,1597347.11,1455063.04,0.2222,0.0466,479.93,"[{""name"": ""Product 0"", ""sales"": 70855}, {""name"": ""Product 1"", ""sales"": 96098}, {""name"": ""Product 2"", ""sales"": 101831}, {""name"": ""Product 3"", ""sales"": 119012}, {""name"": ""Product 4"", ""sales"": 87720}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
bcf4f4ce-89e3-4363-a2fa-ffd9134020c7,f4d829db-ad4a-465c-bd62-ccae0881aca8,monthly,1817264.97,1429185.85,0.0879,0.0274,645.08,"[{""name"": ""Product 0"", ""sales"": 99335}, {""name"": ""Product 1"", ""sales"": 99033}, {""name"": ""Product 2"", ""sales"": 134254}, {""name"": ""Product 3"", ""sales"": 109694}, {""name"": ""Product 4"", ""sales"": 92578}]","{""Sul"": 350000, ""Sudeste"": 850000, ""Nordeste"": 420000, ""Norte"": 180000, ""Centro-Oeste"": 200000}","[{""month"": 0, ""value"": 50000.0}, {""month"": 1, ""value"": 51500.0}, {""month"": 2, ""value"": 53000.0}, {""month"": 3, ""value"": 54500.0}, {""month"": 4, ""value"": 56000.0}, {""month"": 5, ""value"": 57500.0}, {""month"": 6, ""value"": 59000.0}, {""month"": 7, ""value"": 60500.0}, {""month"": 8, ""value"": 62000.0}, {""month"": 9, ""value"": 63500.0}, {""month"": 10, ""value"": 65000.0}, {""month"": 11, ""value"": 66500.0}]","[1.2, 0.9, 0.95, 1.0, 1.8, 1.6, 1.0, 1.7, 1.1, 1.1, 2.5, 2.2]"
