id,customer_id,tenant_id,conversion_type,conversion_value,currency,conversion_path,touchpoints_count,first_touch_channel,last_touch_channel,attribution_last_click,attribution_first_click,attribution_linear,attribution_time_decay,order_id,product_ids,campaign_id,converted_at
11,55f4ddcd-ab62-4e03-bd50-2b2c0053dbf7,226,signup,1800.34,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",7,direct,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_29565,"[35, 81, 40, 98]",8.0,2025-10-17 13:50:49.179194
12,55f4ddcd-ab62-4e03-bd50-2b2c0053dbf7,226,lead,1710.5,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",10,instagram,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_56276,"[64, 18, 95, 53]",7.0,2025-11-04 13:50:49.179214
13,55f4ddcd-ab62-4e03-bd50-2b2c0053dbf7,226,purchase,1666.37,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",3,instagram,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_42543,"[33, 73, 96, 87]",,2025-11-08 13:50:49.179233
14,1526aef5-28ac-41b2-bc83-2f5d131804d8,226,purchase,288.19,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",6,google,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_19138,"[81, 91, 63, 59, 70]",,2025-11-20 13:50:49.179253
15,1526aef5-28ac-41b2-bc83-2f5d131804d8,226,lead,912.6,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",9,google,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_67714,"[64, 48]",7.0,2025-11-19 13:50:49.179274
16,1526aef5-28ac-41b2-bc83-2f5d131804d8,226,signup,1721.84,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,instagram,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_96518,[36],7.0,2025-12-08 13:50:49.179293
17,1526aef5-28ac-41b2-bc83-2f5d131804d8,226,signup,1759.88,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",8,instagram,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_44570,"[16, 47, 37, 78, 56]",,2025-11-25 13:50:49.179313
18,1526aef5-28ac-41b2-bc83-2f5d131804d8,226,lead,1501.57,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",9,direct,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_61765,"[18, 51, 69, 74, 93]",6.0,2025-10-12 13:50:49.179338
19,7adea4f4-fc19-415a-a11a-109abbb05b85,226,lead,427.37,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",5,direct,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_40492,"[9, 31, 39, 32]",7.0,2025-11-26 13:50:49.179358
20,7adea4f4-fc19-415a-a11a-109abbb05b85,226,signup,1717.16,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",9,instagram,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_35236,[50],8.0,2025-12-06 13:50:49.179381
21,5ec0340a-b744-4278-9362-a20cd3c598fc,226,signup,1524.14,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",8,facebook,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_54449,"[87, 12, 13, 42, 45]",,2025-12-06 13:50:49.179429
22,5ec0340a-b744-4278-9362-a20cd3c598fc,226,lead,915.56,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",6,google,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_74282,"[83, 55, 41, 36]",1.0,2025-11-18 13:50:49.179454
23,5ec0340a-b744-4278-9362-a20cd3c598fc,226,lead,451.83,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,instagram,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_42801,"[36, 30, 10]",9.0,2025-12-05 13:50:49.179475
24,5ec0340a-b744-4278-9362-a20cd3c598fc,226,signup,1899.11,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,facebook,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_45167,"[97, 28, 68, 40, 18]",5.0,2025-10-11 13:50:49.179497
25,a7266949-e60f-4e87-98b3-c0debd91593a,226,signup,1718.22,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",5,direct,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_21253,[60],4.0,2025-11-16 13:50:49.179517
26,a7266949-e60f-4e87-98b3-c0debd91593a,226,signup,1706.88,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",9,direct,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_43654,[79],,2025-11-02 13:50:49.179535
27,a7266949-e60f-4e87-98b3-c0debd91593a,226,lead,1279.14,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",3,instagram,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_36554,"[77, 40, 100]",,2025-12-05 13:50:49.179555
28,a7266949-e60f-4e87-98b3-c0debd91593a,226,purchase,1343.23,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",8,instagram,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_65517,"[43, 48]",,2025-11-28 13:50:49.179574
29,55667ff3-9902-4372-967e-368e5d5cb29a,226,lead,453.58,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,direct,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_91135,"[66, 87, 44, 79]",,2025-10-28 13:50:49.179599
30,55667ff3-9902-4372-967e-368e5d5cb29a,226,lead,483.08,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",3,direct,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_65001,"[17, 62, 5, 21]",7.0,2025-10-25 13:50:49.179619
31,55667ff3-9902-4372-967e-368e5d5cb29a,226,signup,163.71,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",5,facebook,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_80591,[42],,2025-12-02 13:50:49.179643
32,55667ff3-9902-4372-967e-368e5d5cb29a,226,purchase,1609.09,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",7,instagram,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_66420,"[6, 5]",9.0,2025-10-12 13:50:49.179670
33,2ddfa179-95c5-425f-8576-3f82c26f5e2b,226,signup,1242.03,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,facebook,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_71621,"[1, 82, 38]",,2025-11-09 13:50:49.179699
34,2ddfa179-95c5-425f-8576-3f82c26f5e2b,226,purchase,478.68,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,direct,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_26181,"[60, 14, 47]",10.0,2025-11-30 13:50:49.179727
35,59915c15-8556-405c-bb1e-6d836ee88c3f,226,purchase,926.55,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",3,google,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_33973,"[64, 26]",6.0,2025-11-09 13:50:49.179747
36,59915c15-8556-405c-bb1e-6d836ee88c3f,226,purchase,1117.1,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",5,google,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_33426,"[78, 91, 14, 24, 40]",,2025-11-24 13:50:49.179767
37,59915c15-8556-405c-bb1e-6d836ee88c3f,226,lead,1251.96,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",8,direct,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_37308,"[67, 21, 30, 64]",2.0,2025-10-22 13:50:49.179797
38,59915c15-8556-405c-bb1e-6d836ee88c3f,226,lead,831.77,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,direct,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_92705,[12],,2025-10-29 13:50:49.179815
39,367ded8c-91a1-4135-aba5-2d71fcf5b950,226,signup,1020.68,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",6,google,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_53169,"[91, 98, 65, 9, 93]",5.0,2025-11-12 13:50:49.179836
40,367ded8c-91a1-4135-aba5-2d71fcf5b950,226,signup,515.29,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,google,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_18940,"[50, 94, 61, 14]",5.0,2025-10-10 13:50:49.179854
41,367ded8c-91a1-4135-aba5-2d71fcf5b950,226,purchase,1572.12,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",6,direct,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_17472,"[23, 37, 57, 2]",,2025-10-19 13:50:49.179873
42,367ded8c-91a1-4135-aba5-2d71fcf5b950,226,signup,1508.64,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,google,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_18882,"[74, 33, 73]",7.0,2025-11-05 13:50:49.179916
43,1144bf0c-da8d-4b1b-8248-b91a4c6afefc,226,signup,757.24,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",10,google,email,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_46394,"[21, 48]",4.0,2025-11-14 13:50:49.179952
44,1144bf0c-da8d-4b1b-8248-b91a4c6afefc,226,lead,1325.5,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",6,google,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_36634,"[21, 10, 63, 92, 71]",,2025-12-08 13:50:49.179983
45,1144bf0c-da8d-4b1b-8248-b91a4c6afefc,226,signup,724.08,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",10,direct,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_27364,[32],,2025-11-25 13:50:49.180006
46,1144bf0c-da8d-4b1b-8248-b91a4c6afefc,226,purchase,381.21,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",4,direct,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_73881,"[25, 20]",,2025-12-04 13:50:49.180025
47,ac5b4982-2fd6-459a-bcb6-42fcd1cbd814,226,purchase,776.0,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",7,instagram,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_45859,"[91, 89, 68, 57, 98]",7.0,2025-12-03 13:50:49.180046
48,8951ec6b-1bc3-4d9c-9546-74c80a367390,226,lead,162.72,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",5,google,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_52106,"[68, 67, 20, 80]",4.0,2025-10-23 13:50:49.180067
49,8951ec6b-1bc3-4d9c-9546-74c80a367390,226,lead,1336.77,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",7,facebook,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_55743,[100],9.0,2025-11-18 13:50:49.180085
50,8951ec6b-1bc3-4d9c-9546-74c80a367390,226,signup,940.47,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",10,direct,website,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_71404,"[38, 15, 64]",,2025-11-04 13:50:49.180103
51,5077e927-4ea9-427e-a047-df89949a668d,226,lead,1698.75,BRL,"[{""channel"": ""google"", ""timestamp"": ""2024-01-01""}, {""channel"": ""email"", ""timestamp"": ""2024-01-05""}, {""channel"": ""website"", ""timestamp"": ""2024-01-07""}]",10,google,whatsapp,"{""email"": 1.0}","{""google"": 1.0}","{""google"": 0.33, ""email"": 0.33, ""website"": 0.34}","{""google"": 0.2, ""email"": 0.3, ""website"": 0.5}",ORD_73777,"[59, 15, 86]",,2025-10-26 13:50:49.180122
