id,customer_id,tenant_id,channel,interaction_type,campaign_id,session_id,device_type,content_summary,metadata,utm_source,utm_medium,utm_campaign,utm_content,referrer,created_at
11,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,message,,acfd4882-2be4-48bc-8d41-1d58e2aa1de0,tablet,Aut autem a aliquam voluptates minima sequi.,"{""product_id"": 4, ""duration"": 72}",direct,cpc,launch,banner,,2025-09-26 14:50:49.066173
12,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,share,1.0,c6eaa4fd-a423-459a-a218-1e7635260b75,desktop,Quidem tempore nostrum.,"{""product_id"": 42, ""duration"": 236}",instagram,email,summer,ad2,https://barbosa.org/,2025-10-24 11:50:49.066227
13,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,view,,f178a0c8-a452-41a8-b0b5-ec6f72cb3aca,tablet,Repellat minima consequuntur sed modi doloremque laboriosam.,"{""product_id"": 45, ""duration"": 73}",instagram,organic,launch,banner,,2025-10-19 03:50:49.066247
14,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,share,9.0,c3e44e17-2d91-4d77-82d3-e09336611de5,desktop,Vero nemo impedit natus velit voluptate tempore.,"{""product_id"": 80, ""duration"": 257}",instagram,social,summer,ad1,,2025-10-03 18:50:49.066266
15,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,view,,744643a2-5ca3-4e2e-8320-79f5ac84d1e4,desktop,Consequuntur consectetur tempore velit cupiditate ea.,"{""product_id"": 43, ""duration"": 233}",google,social,summer,ad1,,2025-11-05 12:50:49.066283
16,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,share,,fe66c040-3527-4b1d-8149-764b64975a2b,desktop,Pariatur possimus qui recusandae tempore nam.,"{""product_id"": 45, ""duration"": 247}",direct,organic,black_friday,ad2,,2025-09-09 08:50:49.066301
17,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,message,1.0,9c64f8dc-1590-4322-b8fa-d2ad7a3f8df9,desktop,Cum quidem officia explicabo voluptate.,"{""product_id"": 61, ""duration"": 297}",google,social,summer,banner,http://www.da.net/,2025-09-21 02:50:49.066335
18,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,share,5.0,5983a576-de9e-4832-8786-8f8d649a2175,desktop,Ullam iure pariatur deserunt dolorem hic.,"{""product_id"": 53, ""duration"": 188}",google,social,black_friday,ad2,,2025-11-05 05:50:49.066355
19,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,click,,c5a85f4d-fbf2-467d-abf8-bec52e5b7901,tablet,Ullam amet hic nostrum quasi expedita iusto.,"{""product_id"": 54, ""duration"": 255}",facebook,organic,black_friday,ad1,http://www.novaes.com/,2025-10-05 14:50:49.066392
20,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,message,3.0,54da7318-eca1-432a-a5de-baeb6227e514,tablet,Mollitia minus voluptatum temporibus itaque dolor iste.,"{""product_id"": 26, ""duration"": 253}",instagram,cpc,black_friday,banner,,2025-09-09 11:50:49.066434
21,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,message,,f3c53834-8bb9-4290-b2f1-6c9e7090ddce,tablet,Fugiat tenetur perferendis vitae numquam quod.,"{""product_id"": 30, ""duration"": 90}",facebook,organic,black_friday,ad1,,2025-11-24 04:50:49.066467
22,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,view,1.0,ade355b1-784a-4f8c-9d8c-82cc28377fcb,mobile,Laborum illum odit sapiente praesentium.,"{""product_id"": 70, ""duration"": 257}",facebook,social,launch,ad1,https://da.com/,2025-10-17 08:50:49.066536
23,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,message,,6646c913-5bee-4b67-917d-c5cb44808bf6,tablet,Dignissimos ipsa sit consequuntur.,"{""product_id"": 45, ""duration"": 87}",facebook,social,summer,banner,,2025-10-14 23:50:49.066558
24,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,message,1.0,96026a0b-4efd-47dd-b6b8-998922f49281,tablet,Voluptatem doloribus error aut harum modi.,"{""product_id"": 18, ""duration"": 226}",google,email,black_friday,banner,https://nunes.net/,2025-10-03 14:50:49.066592
25,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,purchase,4.0,606e7704-e8c9-40f9-8a1a-46d14c840434,mobile,Sit libero placeat dolor.,"{""product_id"": 99, ""duration"": 60}",direct,cpc,summer,banner,http://cirino.org/,2025-11-01 14:50:49.066627
26,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,click,,1c349d5b-fd2f-4264-a8e2-e5a5caefcb89,mobile,Quidem iusto vitae accusantium.,"{""product_id"": 54, ""duration"": 14}",facebook,email,launch,ad1,,2025-09-08 23:50:49.066645
27,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,share,,2ecd0792-9c55-4718-b5d4-0f9445f5efe4,tablet,Quibusdam ex dolor quas.,"{""product_id"": 61, ""duration"": 192}",instagram,organic,launch,ad1,https://www.costela.br/,2025-09-14 15:50:49.066677
28,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,click,,5885d435-15d0-4473-a683-95ca0e7a6df2,tablet,Provident fugit quis odit.,"{""product_id"": 84, ""duration"": 125}",direct,organic,black_friday,ad2,,2025-11-27 06:50:49.066703
29,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,message,7.0,d9f37a07-543f-4d7d-9a11-762bc54fe12f,mobile,Officia iure odit accusamus.,"{""product_id"": 52, ""duration"": 269}",instagram,cpc,summer,banner,,2025-12-07 05:50:49.066730
30,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,share,,06cd717e-51c1-4c67-98f2-e9458c25c5f5,mobile,Iste repudiandae ut error voluptates esse aperiam dolorem.,"{""product_id"": 14, ""duration"": 34}",google,email,launch,ad1,,2025-12-01 13:50:49.066759
31,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,message,3.0,b8c9b81e-dc76-47b1-b2e3-0d8666a3d7b7,mobile,At exercitationem aspernatur.,"{""product_id"": 79, ""duration"": 284}",facebook,email,launch,banner,,2025-11-14 07:50:49.066799
32,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,click,,beb127db-12da-4a5e-b8b1-320f38ea446a,tablet,Odit natus consequatur cumque dicta asperiores.,"{""product_id"": 95, ""duration"": 210}",google,social,summer,ad1,,2025-11-24 05:50:49.066821
33,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,click,,648151ce-c766-4185-8ba3-429f20eccccb,tablet,Ab quo corrupti.,"{""product_id"": 85, ""duration"": 275}",facebook,social,launch,ad1,,2025-10-06 10:50:49.066838
34,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,message,,ad18e6ea-37d5-46ff-b820-d554035109d6,mobile,Ratione odit vitae enim asperiores cupiditate occaecati.,"{""product_id"": 16, ""duration"": 103}",instagram,cpc,black_friday,banner,https://www.lima.net/,2025-11-14 23:50:49.066880
35,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,purchase,,561da596-4812-45f0-beae-3043c59ad9da,tablet,Ea dolorem minus corrupti quas.,"{""product_id"": 46, ""duration"": 102}",instagram,organic,summer,ad2,,2025-11-03 15:50:49.066899
36,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,message,8.0,b657a442-335e-4309-accc-367c4be1a906,desktop,Dolore quam iusto excepturi enim sit.,"{""product_id"": 23, ""duration"": 163}",facebook,email,launch,ad1,https://www.silveira.org/,2025-10-11 03:50:49.066934
37,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,share,3.0,93222785-a202-4011-856e-b223693a6ba7,tablet,Illum at perferendis nobis eaque recusandae.,"{""product_id"": 16, ""duration"": 237}",google,organic,black_friday,ad1,,2025-09-30 02:50:49.066953
38,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,click,4.0,52e8c388-d35e-4a33-be70-8230e17e44c7,mobile,Nam voluptate ad vitae.,"{""product_id"": 56, ""duration"": 239}",facebook,cpc,launch,ad1,https://vieira.com/,2025-10-02 21:50:49.066983
39,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,purchase,,3022a2bf-c890-43be-9b73-d287c5004036,mobile,Alias soluta ea iste ipsum nesciunt earum.,"{""product_id"": 67, ""duration"": 218}",facebook,organic,black_friday,banner,http://www.correia.com/,2025-09-22 11:50:49.067013
40,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,message,,4ef1b317-8296-4b09-b283-47c83f50fceb,tablet,Impedit deserunt alias ipsum dolore voluptate laborum a.,"{""product_id"": 54, ""duration"": 233}",instagram,organic,black_friday,ad1,https://www.da.com/,2025-10-27 01:50:49.067045
41,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,share,,5bced245-a546-473c-9546-28925ebe8277,desktop,Modi perferendis officia natus exercitationem illo dignissimos.,"{""product_id"": 48, ""duration"": 126}",facebook,social,summer,banner,https://casa.com/,2025-11-17 10:50:49.067081
42,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,share,,d0c2d525-20f0-44ef-a943-64aa057c3cc0,tablet,Beatae eaque eius numquam est aut.,"{""product_id"": 95, ""duration"": 71}",instagram,social,launch,banner,https://fonseca.br/,2025-11-13 20:50:49.067117
43,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,message,10.0,1fbe5ca3-4af9-41ba-811c-b804133e09dc,tablet,Possimus alias commodi voluptatum atque aspernatur.,"{""product_id"": 58, ""duration"": 188}",facebook,social,black_friday,ad1,,2025-10-25 19:50:49.067135
44,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,purchase,7.0,0fc92a32-8701-4785-9b18-d1268ae243f7,mobile,A assumenda delectus reprehenderit quia saepe suscipit.,"{""product_id"": 16, ""duration"": 113}",google,email,black_friday,ad1,http://vasconcelos.net/,2025-09-18 15:50:49.067169
45,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,purchase,,5833aed2-77a2-450d-9126-b36ffdb04b26,tablet,Illum aut odio laboriosam.,"{""product_id"": 1, ""duration"": 149}",direct,cpc,launch,ad2,http://www.alves.com/,2025-10-02 17:50:49.067204
46,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,view,1.0,d4b682b6-9533-49b1-990c-7e47a21bc16e,desktop,Consequatur asperiores animi cumque repellendus libero neque.,"{""product_id"": 60, ""duration"": 210}",instagram,social,launch,ad2,,2025-10-15 12:50:49.067222
47,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,view,2.0,08406f05-c2d5-4f99-add8-4918acb647a2,tablet,Voluptas perferendis provident illo.,"{""product_id"": 57, ""duration"": 115}",facebook,social,launch,ad2,,2025-09-27 17:50:49.067239
48,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,share,,1ec1c5f7-4d35-408a-a97b-5e42af381244,tablet,Incidunt excepturi tempore ducimus.,"{""product_id"": 31, ""duration"": 272}",google,social,launch,ad1,,2025-10-27 13:50:49.067256
49,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,click,,d1d965ff-410a-48dd-bb44-9e64936460ec,mobile,Temporibus voluptas deserunt dignissimos consequatur quasi.,"{""product_id"": 27, ""duration"": 23}",direct,cpc,launch,ad1,,2025-10-04 16:50:49.067272
50,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,message,3.0,80fadcc1-a3a3-43cf-8add-04f5db89e38c,mobile,Quidem est quod ea.,"{""product_id"": 82, ""duration"": 168}",facebook,email,launch,ad2,https://www.pinto.com/,2025-11-07 21:50:49.067306
51,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,message,1.0,1d8b55f7-ab06-4e1c-86cd-67e3fdcbadd9,tablet,Assumenda cumque beatae esse esse voluptatum a.,"{""product_id"": 79, ""duration"": 261}",facebook,email,black_friday,ad2,https://costela.br/,2025-10-13 05:50:49.067341
52,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,view,,2f1bfe6e-f358-434a-bd7b-1c237f2248b3,mobile,Id unde iste fugiat.,"{""product_id"": 83, ""duration"": 26}",instagram,organic,launch,banner,http://sa.com/,2025-12-02 11:50:49.067377
53,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,click,,094a418f-b4fb-4d7e-baa4-b9714e45e660,desktop,Modi numquam nulla ut.,"{""product_id"": 46, ""duration"": 63}",instagram,email,summer,ad1,http://macedo.org/,2025-10-29 07:50:49.067430
54,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,view,6.0,4074d7d3-9aee-48b0-b1f5-c7f7b5ef3825,tablet,Soluta exercitationem ad dolores molestiae deleniti.,"{""product_id"": 82, ""duration"": 273}",instagram,cpc,summer,banner,http://www.cassiano.com/,2025-10-29 18:50:49.067479
55,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,view,6.0,04c1de10-e66a-4194-97d8-69855f0b66ea,tablet,Soluta odio ex voluptatem accusamus vero laborum.,"{""product_id"": 92, ""duration"": 141}",google,cpc,black_friday,ad2,,2025-09-21 02:50:49.067501
56,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,click,5.0,9a5f5d1d-3f29-4332-a4d9-ce0523bfd89e,desktop,Porro voluptatum impedit ea.,"{""product_id"": 79, ""duration"": 74}",instagram,organic,launch,ad1,,2025-10-02 14:50:49.067518
57,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,click,,75b9a6f5-045a-4ff5-93f1-80fbf0bb7d88,mobile,Nam corporis optio est molestias unde assumenda.,"{""product_id"": 24, ""duration"": 222}",instagram,cpc,summer,banner,https://jesus.com/,2025-11-12 20:50:49.067549
58,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,message,,d296867a-726f-458a-b867-5e1a6a006d2f,tablet,Facere aliquam modi inventore.,"{""product_id"": 81, ""duration"": 213}",google,email,launch,ad2,,2025-11-03 07:50:49.067566
59,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,purchase,,c4129ad9-c4da-45de-a160-bfc2a5011765,tablet,Laboriosam tempora quaerat veritatis dolor earum perspiciatis.,"{""product_id"": 63, ""duration"": 170}",google,organic,black_friday,banner,,2025-11-14 01:50:49.067582
60,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,view,9.0,d3048b8e-2b9f-4474-983d-0e59a76b7113,mobile,Eum doloribus fuga.,"{""product_id"": 58, ""duration"": 244}",instagram,social,black_friday,banner,,2025-09-27 14:50:49.067605
61,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,view,,592e8965-a1c0-42bc-b9de-8bf18c91b9a8,desktop,Maiores numquam corrupti esse officiis soluta.,"{""product_id"": 14, ""duration"": 257}",facebook,social,launch,ad2,,2025-11-15 11:50:49.067629
62,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,share,,9511f3d4-fae0-4da8-a8a9-b236c5cd26b6,mobile,Officiis eius quasi nesciunt veniam quas saepe.,"{""product_id"": 13, ""duration"": 193}",google,email,summer,ad2,,2025-12-03 09:50:49.067655
63,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,click,4.0,5a55e840-70ab-4e70-9317-c7524ac86ea2,desktop,Magni unde architecto modi suscipit.,"{""product_id"": 78, ""duration"": 101}",instagram,cpc,launch,banner,,2025-09-29 06:50:49.067684
64,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,click,7.0,7a53f032-feae-4fe7-9f04-e9ec31c8c063,mobile,Consequatur ullam alias architecto sequi itaque.,"{""product_id"": 71, ""duration"": 296}",google,organic,summer,banner,http://costela.net/,2025-12-03 12:50:49.067757
65,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,share,7.0,e0864f11-0cdd-4257-836e-7f8de7b0ff37,tablet,Optio dolore dolores.,"{""product_id"": 82, ""duration"": 116}",google,organic,summer,ad2,http://pacheco.com/,2025-09-24 10:50:49.067851
66,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,view,3.0,38c0bcf8-778b-49e7-8d7f-eaae64ecc336,mobile,Ut illo ipsa eius.,"{""product_id"": 45, ""duration"": 59}",direct,organic,summer,banner,http://azevedo.net/,2025-10-26 07:50:49.067934
67,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,click,1.0,4fa8a267-63ce-4992-b390-072a7b6f309e,desktop,Maiores labore dolores labore distinctio expedita alias numquam.,"{""product_id"": 48, ""duration"": 287}",google,cpc,launch,banner,,2025-12-03 06:50:49.067964
68,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,message,,7ae04fef-caf0-40c3-af21-c33e95c83d65,desktop,Asperiores nulla perferendis dolore fuga.,"{""product_id"": 3, ""duration"": 113}",instagram,social,launch,ad1,https://www.pacheco.com/,2025-11-03 04:50:49.068006
69,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,email,message,,8f87ed53-1ea8-4364-9202-8f0afeb306f2,tablet,Tenetur eius quas alias asperiores occaecati.,"{""product_id"": 1, ""duration"": 264}",instagram,social,black_friday,banner,https://www.rocha.org/,2025-10-26 17:50:49.068044
70,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,message,5.0,8bb547f0-16d5-40f9-9183-a776d5249bd5,desktop,Ab corporis et quaerat mollitia.,"{""product_id"": 41, ""duration"": 83}",direct,social,black_friday,ad2,,2025-11-16 15:50:49.068064
71,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,view,4.0,dfb26f9f-668f-4c3b-8ba4-7e3cbaaeee6c,desktop,Laboriosam placeat dolorum minus debitis veritatis quibusdam aut.,"{""product_id"": 14, ""duration"": 60}",direct,organic,launch,banner,,2025-10-01 06:50:49.068083
72,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,purchase,4.0,72b73fa0-d240-435d-8816-ece13882bcd9,tablet,Repellendus veniam consectetur qui vel recusandae itaque.,"{""product_id"": 9, ""duration"": 163}",google,cpc,summer,ad1,http://aparecida.br/,2025-11-22 06:50:49.068129
73,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,whatsapp,click,,6e57dc07-0191-434d-a4fd-303bfe63adc8,desktop,Nostrum itaque similique optio suscipit adipisci dolorum.,"{""product_id"": 11, ""duration"": 134}",google,cpc,summer,ad1,,2025-12-07 01:50:49.068158
74,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,instagram,purchase,,c0e34f2e-0694-430c-a770-97401dd083aa,tablet,Soluta dolorum qui odit adipisci mollitia ea recusandae.,"{""product_id"": 94, ""duration"": 173}",google,cpc,launch,banner,http://cavalcante.org/,2025-09-12 10:50:49.068202
75,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,website,message,,cd63fb18-a30e-408d-8ada-e8d9203bd513,tablet,Accusamus ullam perspiciatis atque.,"{""product_id"": 12, ""duration"": 248}",google,email,summer,banner,,2025-12-04 15:50:49.068225
76,e23b60a3-db63-494b-ade7-e51cf1875aaa,226,facebook,share,,2490a83b-9c69-4867-be1a-35467c01b196,desktop,Velit non delectus adipisci.,"{""product_id"": 56, ""duration"": 90}",google,email,launch,banner,,2025-10-03 17:50:49.068245
77,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,whatsapp,message,8.0,47efcf7b-7e06-4648-9512-b23776a56f2e,desktop,Provident reiciendis quaerat dolore.,"{""product_id"": 98, ""duration"": 185}",google,organic,black_friday,ad1,,2025-11-27 18:50:49.068266
78,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,whatsapp,view,,9ff5e8e2-6edf-4e58-bea0-560ac1fc7e0d,mobile,Earum doloribus recusandae inventore earum corporis.,"{""product_id"": 20, ""duration"": 248}",google,cpc,summer,banner,http://pereira.br/,2025-10-04 05:50:49.068302
79,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,instagram,purchase,,66973186-c30c-4f2e-adec-5963a692c80b,mobile,Expedita quo vero nulla earum itaque cumque.,"{""product_id"": 39, ""duration"": 280}",facebook,email,black_friday,ad1,,2025-11-11 12:50:49.068321
80,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,instagram,view,,6be97540-d3b7-476e-975e-6e9d5045a864,mobile,Fugiat at quia.,"{""product_id"": 17, ""duration"": 188}",facebook,social,black_friday,banner,http://www.oliveira.br/,2025-12-07 07:50:49.068356
81,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,instagram,click,,931b0d94-8f57-45b7-9e13-4376970641a9,tablet,Dolor placeat magnam iusto accusamus aperiam sapiente.,"{""product_id"": 14, ""duration"": 198}",instagram,social,black_friday,banner,https://araujo.br/,2025-09-26 03:50:49.068404
82,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,facebook,view,6.0,f4c992e5-64b3-4282-a659-d6500ab1dad8,tablet,Eveniet ex nobis voluptate pariatur minima.,"{""product_id"": 1, ""duration"": 68}",facebook,cpc,launch,ad1,https://www.camargo.br/,2025-11-17 10:50:49.068437
83,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,email,purchase,5.0,45eabad6-415b-4afb-ad17-4a3c839bf674,desktop,Dolorum a nostrum modi.,"{""product_id"": 2, ""duration"": 70}",direct,social,black_friday,ad1,http://www.das.net/,2025-09-12 17:50:49.068469
84,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,facebook,message,,ffd132d1-3963-4228-8ef2-bbd982121516,tablet,Minus nemo ratione sunt.,"{""product_id"": 87, ""duration"": 118}",direct,organic,summer,ad2,http://da.net/,2025-09-16 14:50:49.068500
85,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,email,share,,21b0e0d8-a369-4c36-a65a-35248bcb4c63,mobile,Perspiciatis repellat aliquid commodi similique molestiae.,"{""product_id"": 15, ""duration"": 166}",google,cpc,summer,ad1,http://costa.com/,2025-10-31 16:50:49.068536
86,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,facebook,share,1.0,ad5cb37e-fec1-42a7-83e2-e25ed8610f11,tablet,Repudiandae quia sit rem nesciunt nulla.,"{""product_id"": 43, ""duration"": 220}",direct,social,launch,ad2,,2025-09-11 18:50:49.068555
87,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,email,purchase,2.0,77cef0c7-0c9c-4fab-9c7c-86cb4f2b1efa,tablet,Vero dolorem nostrum suscipit amet minima.,"{""product_id"": 40, ""duration"": 36}",instagram,organic,launch,ad1,http://barros.com/,2025-10-15 15:50:49.068586
88,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,whatsapp,click,,52f469ca-f2bc-4b2f-a2fd-4858514d2aef,mobile,Sunt illum tenetur.,"{""product_id"": 16, ""duration"": 230}",direct,organic,summer,ad1,,2025-11-12 06:50:49.068603
89,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,website,click,,beff1ab9-7876-4976-8cbe-97f8f5874df0,desktop,Dolorem amet totam eum.,"{""product_id"": 74, ""duration"": 289}",instagram,social,launch,banner,http://www.da.br/,2025-10-05 07:50:49.068632
90,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,instagram,share,5.0,8757c08e-44d7-459f-9f8a-640e902b5174,tablet,Eius maiores modi asperiores occaecati libero.,"{""product_id"": 35, ""duration"": 279}",instagram,organic,summer,ad1,,2025-11-29 22:50:49.068649
91,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,instagram,share,2.0,f45ba16c-7bbd-4b81-b6ca-629a7f9222ef,tablet,Libero quo distinctio.,"{""product_id"": 54, ""duration"": 159}",direct,cpc,black_friday,ad2,http://ribeiro.com/,2025-10-30 14:50:49.068685
92,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,email,view,,160f85c7-ab55-458e-bbbb-6d602ef188aa,tablet,Ad accusamus eveniet odio quae sit iure.,"{""product_id"": 36, ""duration"": 50}",facebook,organic,black_friday,ad1,http://www.da.com/,2025-11-03 23:50:49.068748
93,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,whatsapp,purchase,,103917a9-d8aa-4ce8-a8fc-680b10b6e402,desktop,Molestiae libero tempora rerum repellendus adipisci.,"{""product_id"": 31, ""duration"": 44}",instagram,email,black_friday,ad2,,2025-10-10 04:50:49.068796
94,80d9e10b-bc2f-4e6a-ac30-b833c9e8c1fa,226,whatsapp,message,,17bed89f-2afb-44aa-b7ad-48d0d864d578,mobile,Sequi vel labore enim aperiam possimus autem.,"{""product_id"": 29, ""duration"": 205}",instagram,organic,launch,ad1,https://www.guerra.br/,2025-10-19 18:50:49.068844
