id,segment_id,experiment_id,tenant_id,analysis_date,analysis_type,algorithm,primary_metric_name,primary_metric_value,secondary_metrics,chart_data,table_data,sample_size,confidence_level
c3f9ef5a-f5fe-40d0-aa0b-cbe52f041cb6,4,b38b1a0e-e613-443f-befd-56215f783a0d,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-10-20,sales_forecast,prophet,R2 Score,0.7857,"{""rmse"": 6946.74, ""mae"": 5136.84}","[{""x"": 0, ""y"": 42921.65}, {""x"": 1, ""y"": 43280.82}, {""x"": 2, ""y"": 47435.46}, {""x"": 3, ""y"": 47638.07}, {""x"": 4, ""y"": 34236.53}, {""x"": 5, ""y"": 65547.51}, {""x"": 6, ""y"": 31524.12}, {""x"": 7, ""y"": 74184.26}, {""x"": 8, ""y"": 77583.82}, {""x"": 9, ""y"": 63064.2}, {""x"": 10, ""y"": 69465.67}, {""x"": 11, ""y"": 70907.95}, {""x"": 12, ""y"": 79154.83}, {""x"": 13, ""y"": 62575.48}, {""x"": 14, ""y"": 77424.58}, {""x"": 15, ""y"": 52493.84}, {""x"": 16, ""y"": 38103.46}, {""x"": 17, ""y"": 57911.95}, {""x"": 18, ""y"": 33876.14}, {""x"": 19, ""y"": 74662.25}, {""x"": 20, ""y"": 59173.05}, {""x"": 21, ""y"": 46180.83}, {""x"": 22, ""y"": 72064.18}, {""x"": 23, ""y"": 31446.91}, {""x"": 24, ""y"": 42919.97}, {""x"": 25, ""y"": 68219.5}, {""x"": 26, ""y"": 78172.36}, {""x"": 27, ""y"": 53150.83}, {""x"": 28, ""y"": 40876.22}, {""x"": 29, ""y"": 44978.71}]","[{""metric"": ""Revenue"", ""value"": 331937.38}, {""metric"": ""Orders"", ""value"": 773}]",4927,0.91
7a5ca8eb-fe0e-434f-a3e9-2747fd5b651b,6,4846b5b0-c8c2-4cfc-b4d5-88635dcce68d,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-10-02,sales_forecast,xgboost,Silhouette Score,0.8027,"{""rmse"": 11049.12, ""mae"": 3882.53}","[{""x"": 0, ""y"": 77564.3}, {""x"": 1, ""y"": 64197.98}, {""x"": 2, ""y"": 37570.78}, {""x"": 3, ""y"": 64055.43}, {""x"": 4, ""y"": 36259.62}, {""x"": 5, ""y"": 43422.24}, {""x"": 6, ""y"": 56840.99}, {""x"": 7, ""y"": 74230.99}, {""x"": 8, ""y"": 71330.74}, {""x"": 9, ""y"": 62953.59}, {""x"": 10, ""y"": 35813.37}, {""x"": 11, ""y"": 32390.34}, {""x"": 12, ""y"": 78618.03}, {""x"": 13, ""y"": 61371.61}, {""x"": 14, ""y"": 41861.79}, {""x"": 15, ""y"": 77821.11}, {""x"": 16, ""y"": 38061.99}, {""x"": 17, ""y"": 64315.53}, {""x"": 18, ""y"": 77455.55}, {""x"": 19, ""y"": 40709.58}, {""x"": 20, ""y"": 55134.73}, {""x"": 21, ""y"": 79441.81}, {""x"": 22, ""y"": 77460.3}, {""x"": 23, ""y"": 72420.79}, {""x"": 24, ""y"": 56207.49}, {""x"": 25, ""y"": 79720.33}, {""x"": 26, ""y"": 70756.02}, {""x"": 27, ""y"": 79147.91}, {""x"": 28, ""y"": 33884.73}, {""x"": 29, ""y"": 64478.37}]","[{""metric"": ""Revenue"", ""value"": 219456.23}, {""metric"": ""Orders"", ""value"": 963}]",1115,0.95
b3540adc-51ea-44d3-b904-d68cfc966ee9,6,7ac69b08-b8a4-47b3-bcd0-10ee6156deb7,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-11-11,churn_prediction,kmeans,Accuracy,0.8602,"{""rmse"": 11943.5, ""mae"": 7749.97}","[{""x"": 0, ""y"": 33866.6}, {""x"": 1, ""y"": 33327.38}, {""x"": 2, ""y"": 43013.31}, {""x"": 3, ""y"": 37589.87}, {""x"": 4, ""y"": 35843.66}, {""x"": 5, ""y"": 40343.16}, {""x"": 6, ""y"": 67845.55}, {""x"": 7, ""y"": 43404.11}, {""x"": 8, ""y"": 38271.4}, {""x"": 9, ""y"": 69009.07}, {""x"": 10, ""y"": 44540.77}, {""x"": 11, ""y"": 74951.23}, {""x"": 12, ""y"": 63112.39}, {""x"": 13, ""y"": 64042.47}, {""x"": 14, ""y"": 36576.75}, {""x"": 15, ""y"": 50040.94}, {""x"": 16, ""y"": 68965.66}, {""x"": 17, ""y"": 67819.07}, {""x"": 18, ""y"": 51179.47}, {""x"": 19, ""y"": 79625.45}, {""x"": 20, ""y"": 63164.15}, {""x"": 21, ""y"": 54607.35}, {""x"": 22, ""y"": 34467.0}, {""x"": 23, ""y"": 55902.94}, {""x"": 24, ""y"": 31107.78}, {""x"": 25, ""y"": 55431.58}, {""x"": 26, ""y"": 73782.03}, {""x"": 27, ""y"": 70562.91}, {""x"": 28, ""y"": 59623.48}, {""x"": 29, ""y"": 72114.87}]","[{""metric"": ""Revenue"", ""value"": 198528.11}, {""metric"": ""Orders"", ""value"": 748}]",564,0.93
38232ce6-30b3-4476-bfd2-6c73c937592d,2,a60935a3-f66c-45f1-ae95-7e65fd4203aa,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-10-26,customer_segmentation,lightgbm,R2 Score,0.7894,"{""rmse"": 14355.93, ""mae"": 9709.46}","[{""x"": 0, ""y"": 39616.56}, {""x"": 1, ""y"": 74406.18}, {""x"": 2, ""y"": 53276.7}, {""x"": 3, ""y"": 56757.11}, {""x"": 4, ""y"": 36596.41}, {""x"": 5, ""y"": 63925.66}, {""x"": 6, ""y"": 74177.06}, {""x"": 7, ""y"": 60838.71}, {""x"": 8, ""y"": 79164.09}, {""x"": 9, ""y"": 72373.55}, {""x"": 10, ""y"": 55768.98}, {""x"": 11, ""y"": 55967.58}, {""x"": 12, ""y"": 71420.22}, {""x"": 13, ""y"": 50165.67}, {""x"": 14, ""y"": 66987.57}, {""x"": 15, ""y"": 35764.56}, {""x"": 16, ""y"": 44104.01}, {""x"": 17, ""y"": 69470.18}, {""x"": 18, ""y"": 68242.39}, {""x"": 19, ""y"": 79232.8}, {""x"": 20, ""y"": 52950.17}, {""x"": 21, ""y"": 38560.02}, {""x"": 22, ""y"": 73366.67}, {""x"": 23, ""y"": 38791.95}, {""x"": 24, ""y"": 74305.69}, {""x"": 25, ""y"": 64010.53}, {""x"": 26, ""y"": 73888.01}, {""x"": 27, ""y"": 34623.03}, {""x"": 28, ""y"": 47717.13}, {""x"": 29, ""y"": 74047.41}]","[{""metric"": ""Revenue"", ""value"": 119940.93}, {""metric"": ""Orders"", ""value"": 792}]",4448,0.96
2163958f-8796-45ae-9a22-ea48d8728e9e,3,88e9e7b4-7788-44ef-a4b4-6da547ee8391,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-12-04,customer_segmentation,lightgbm,R2 Score,0.8506,"{""rmse"": 5880.52, ""mae"": 3596.15}","[{""x"": 0, ""y"": 33993.44}, {""x"": 1, ""y"": 67033.89}, {""x"": 2, ""y"": 73799.97}, {""x"": 3, ""y"": 44377.71}, {""x"": 4, ""y"": 68411.27}, {""x"": 5, ""y"": 36216.54}, {""x"": 6, ""y"": 35259.85}, {""x"": 7, ""y"": 76460.01}, {""x"": 8, ""y"": 58509.87}, {""x"": 9, ""y"": 69621.71}, {""x"": 10, ""y"": 60332.59}, {""x"": 11, ""y"": 63965.66}, {""x"": 12, ""y"": 52113.37}, {""x"": 13, ""y"": 46615.27}, {""x"": 14, ""y"": 58697.47}, {""x"": 15, ""y"": 61765.18}, {""x"": 16, ""y"": 36618.15}, {""x"": 17, ""y"": 62299.56}, {""x"": 18, ""y"": 67588.7}, {""x"": 19, ""y"": 61604.64}, {""x"": 20, ""y"": 35158.46}, {""x"": 21, ""y"": 51196.73}, {""x"": 22, ""y"": 68229.33}, {""x"": 23, ""y"": 57123.28}, {""x"": 24, ""y"": 33282.69}, {""x"": 25, ""y"": 38227.75}, {""x"": 26, ""y"": 74782.87}, {""x"": 27, ""y"": 40820.01}, {""x"": 28, ""y"": 78483.02}, {""x"": 29, ""y"": 76523.57}]","[{""metric"": ""Revenue"", ""value"": 250715.29}, {""metric"": ""Orders"", ""value"": 197}]",4665,0.98
3a7472e1-afe6-47e9-9ba3-38ef12f89d43,1,f726743f-4981-4575-80d3-c17b5f2ae203,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-11-23,customer_segmentation,xgboost,MAPE,0.8718,"{""rmse"": 6537.63, ""mae"": 3756.4}","[{""x"": 0, ""y"": 76702.25}, {""x"": 1, ""y"": 71088.63}, {""x"": 2, ""y"": 35379.79}, {""x"": 3, ""y"": 71421.5}, {""x"": 4, ""y"": 67577.86}, {""x"": 5, ""y"": 51661.08}, {""x"": 6, ""y"": 74956.37}, {""x"": 7, ""y"": 43911.81}, {""x"": 8, ""y"": 68529.72}, {""x"": 9, ""y"": 78599.62}, {""x"": 10, ""y"": 34397.04}, {""x"": 11, ""y"": 64786.75}, {""x"": 12, ""y"": 70426.21}, {""x"": 13, ""y"": 48793.07}, {""x"": 14, ""y"": 64981.01}, {""x"": 15, ""y"": 49160.73}, {""x"": 16, ""y"": 56107.66}, {""x"": 17, ""y"": 35597.04}, {""x"": 18, ""y"": 65288.49}, {""x"": 19, ""y"": 33002.55}, {""x"": 20, ""y"": 43422.26}, {""x"": 21, ""y"": 30127.82}, {""x"": 22, ""y"": 30257.75}, {""x"": 23, ""y"": 33874.69}, {""x"": 24, ""y"": 52064.02}, {""x"": 25, ""y"": 73848.56}, {""x"": 26, ""y"": 43994.09}, {""x"": 27, ""y"": 68174.36}, {""x"": 28, ""y"": 65045.27}, {""x"": 29, ""y"": 76105.25}]","[{""metric"": ""Revenue"", ""value"": 174703.71}, {""metric"": ""Orders"", ""value"": 755}]",1285,0.96
3ee4c220-20c9-4a36-a8b7-a78d621243e9,3,e3627dbf-345e-4ecf-9cb9-b5659529880d,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-09-11,sales_forecast,lightgbm,Silhouette Score,0.7929,"{""rmse"": 5157.18, ""mae"": 6346.2}","[{""x"": 0, ""y"": 75423.5}, {""x"": 1, ""y"": 36554.0}, {""x"": 2, ""y"": 57723.63}, {""x"": 3, ""y"": 33262.94}, {""x"": 4, ""y"": 67838.91}, {""x"": 5, ""y"": 71981.22}, {""x"": 6, ""y"": 39882.46}, {""x"": 7, ""y"": 63294.36}, {""x"": 8, ""y"": 64040.82}, {""x"": 9, ""y"": 67907.5}, {""x"": 10, ""y"": 67490.16}, {""x"": 11, ""y"": 57305.7}, {""x"": 12, ""y"": 67496.1}, {""x"": 13, ""y"": 32806.71}, {""x"": 14, ""y"": 31116.61}, {""x"": 15, ""y"": 35034.26}, {""x"": 16, ""y"": 70964.8}, {""x"": 17, ""y"": 53737.61}, {""x"": 18, ""y"": 67818.91}, {""x"": 19, ""y"": 34353.71}, {""x"": 20, ""y"": 69069.74}, {""x"": 21, ""y"": 69916.1}, {""x"": 22, ""y"": 55883.42}, {""x"": 23, ""y"": 33518.36}, {""x"": 24, ""y"": 58048.73}, {""x"": 25, ""y"": 43479.05}, {""x"": 26, ""y"": 70171.81}, {""x"": 27, ""y"": 49972.71}, {""x"": 28, ""y"": 35913.79}, {""x"": 29, ""y"": 45048.44}]","[{""metric"": ""Revenue"", ""value"": 147755.8}, {""metric"": ""Orders"", ""value"": 295}]",685,0.98
2ba40b6f-ccf5-4314-8309-df9eac00d966,6,79014a3a-b903-4034-9ff6-2d10ffdbc849,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-10-25,churn_prediction,xgboost,R2 Score,0.8405,"{""rmse"": 14885.56, ""mae"": 3967.72}","[{""x"": 0, ""y"": 41762.24}, {""x"": 1, ""y"": 34515.85}, {""x"": 2, ""y"": 49263.46}, {""x"": 3, ""y"": 57719.59}, {""x"": 4, ""y"": 64926.32}, {""x"": 5, ""y"": 71171.46}, {""x"": 6, ""y"": 72907.18}, {""x"": 7, ""y"": 69567.27}, {""x"": 8, ""y"": 74013.91}, {""x"": 9, ""y"": 62978.66}, {""x"": 10, ""y"": 43029.98}, {""x"": 11, ""y"": 64343.39}, {""x"": 12, ""y"": 42696.75}, {""x"": 13, ""y"": 53253.88}, {""x"": 14, ""y"": 79368.52}, {""x"": 15, ""y"": 58816.79}, {""x"": 16, ""y"": 68183.88}, {""x"": 17, ""y"": 34555.62}, {""x"": 18, ""y"": 48292.36}, {""x"": 19, ""y"": 44096.37}, {""x"": 20, ""y"": 52461.32}, {""x"": 21, ""y"": 48982.25}, {""x"": 22, ""y"": 47119.03}, {""x"": 23, ""y"": 42779.36}, {""x"": 24, ""y"": 77263.87}, {""x"": 25, ""y"": 41437.6}, {""x"": 26, ""y"": 30600.93}, {""x"": 27, ""y"": 58923.45}, {""x"": 28, ""y"": 39779.8}, {""x"": 29, ""y"": 64010.38}]","[{""metric"": ""Revenue"", ""value"": 403960.52}, {""metric"": ""Orders"", ""value"": 549}]",3527,0.97
5fe18b17-6ed6-4fb5-b2d0-8df2356c883b,4,a8ff74d8-da28-4e78-8d1d-95dffea76705,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-10-25,sales_forecast,prophet,R2 Score,0.842,"{""rmse"": 5675.25, ""mae"": 6886.87}","[{""x"": 0, ""y"": 52836.72}, {""x"": 1, ""y"": 30475.0}, {""x"": 2, ""y"": 79306.74}, {""x"": 3, ""y"": 62051.49}, {""x"": 4, ""y"": 68009.39}, {""x"": 5, ""y"": 59791.62}, {""x"": 6, ""y"": 32474.23}, {""x"": 7, ""y"": 47401.77}, {""x"": 8, ""y"": 52629.43}, {""x"": 9, ""y"": 35501.76}, {""x"": 10, ""y"": 38154.86}, {""x"": 11, ""y"": 67392.09}, {""x"": 12, ""y"": 74173.74}, {""x"": 13, ""y"": 30997.41}, {""x"": 14, ""y"": 64177.67}, {""x"": 15, ""y"": 68214.7}, {""x"": 16, ""y"": 68298.56}, {""x"": 17, ""y"": 67875.57}, {""x"": 18, ""y"": 75278.71}, {""x"": 19, ""y"": 31164.26}, {""x"": 20, ""y"": 44056.68}, {""x"": 21, ""y"": 36851.73}, {""x"": 22, ""y"": 51715.75}, {""x"": 23, ""y"": 38011.94}, {""x"": 24, ""y"": 56453.24}, {""x"": 25, ""y"": 63215.09}, {""x"": 26, ""y"": 74872.57}, {""x"": 27, ""y"": 46428.4}, {""x"": 28, ""y"": 51879.85}, {""x"": 29, ""y"": 38955.96}]","[{""metric"": ""Revenue"", ""value"": 303053.81}, {""metric"": ""Orders"", ""value"": 903}]",4468,0.91
84360cfc-9f77-4d60-9191-8a61f0eb7388,2,8d7267fc-46a1-4870-9f20-3877a6eb15a6,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-09-27,churn_prediction,xgboost,Accuracy,0.772,"{""rmse"": 7200.19, ""mae"": 5378.81}","[{""x"": 0, ""y"": 75785.23}, {""x"": 1, ""y"": 71689.29}, {""x"": 2, ""y"": 59739.9}, {""x"": 3, ""y"": 32838.25}, {""x"": 4, ""y"": 70812.02}, {""x"": 5, ""y"": 70268.37}, {""x"": 6, ""y"": 52512.19}, {""x"": 7, ""y"": 49101.26}, {""x"": 8, ""y"": 37215.77}, {""x"": 9, ""y"": 75595.61}, {""x"": 10, ""y"": 44781.47}, {""x"": 11, ""y"": 75734.42}, {""x"": 12, ""y"": 52393.35}, {""x"": 13, ""y"": 47991.44}, {""x"": 14, ""y"": 65795.35}, {""x"": 15, ""y"": 63331.96}, {""x"": 16, ""y"": 78595.87}, {""x"": 17, ""y"": 62148.27}, {""x"": 18, ""y"": 71221.24}, {""x"": 19, ""y"": 32110.08}, {""x"": 20, ""y"": 41799.46}, {""x"": 21, ""y"": 35869.8}, {""x"": 22, ""y"": 56845.93}, {""x"": 23, ""y"": 75529.09}, {""x"": 24, ""y"": 39738.29}, {""x"": 25, ""y"": 51526.07}, {""x"": 26, ""y"": 73879.24}, {""x"": 27, ""y"": 52217.84}, {""x"": 28, ""y"": 35950.73}, {""x"": 29, ""y"": 72966.72}]","[{""metric"": ""Revenue"", ""value"": 426533.04}, {""metric"": ""Orders"", ""value"": 397}]",3712,0.94
3528e3d2-6eb4-484d-bbbb-ad1304088103,4,937c4520-8989-4b08-925c-2919c103cbbc,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-09-14,churn_prediction,kmeans,R2 Score,0.9001,"{""rmse"": 10365.43, ""mae"": 3127.13}","[{""x"": 0, ""y"": 77158.36}, {""x"": 1, ""y"": 69163.36}, {""x"": 2, ""y"": 34218.85}, {""x"": 3, ""y"": 79347.94}, {""x"": 4, ""y"": 69693.75}, {""x"": 5, ""y"": 35709.7}, {""x"": 6, ""y"": 42544.15}, {""x"": 7, ""y"": 36181.09}, {""x"": 8, ""y"": 38730.73}, {""x"": 9, ""y"": 62168.28}, {""x"": 10, ""y"": 78373.28}, {""x"": 11, ""y"": 54021.18}, {""x"": 12, ""y"": 36828.48}, {""x"": 13, ""y"": 54490.42}, {""x"": 14, ""y"": 48515.58}, {""x"": 15, ""y"": 50513.63}, {""x"": 16, ""y"": 30893.09}, {""x"": 17, ""y"": 55154.36}, {""x"": 18, ""y"": 72965.71}, {""x"": 19, ""y"": 34684.98}, {""x"": 20, ""y"": 72302.55}, {""x"": 21, ""y"": 41912.41}, {""x"": 22, ""y"": 54060.45}, {""x"": 23, ""y"": 72727.73}, {""x"": 24, ""y"": 36446.01}, {""x"": 25, ""y"": 38788.1}, {""x"": 26, ""y"": 44041.11}, {""x"": 27, ""y"": 53109.05}, {""x"": 28, ""y"": 35665.06}, {""x"": 29, ""y"": 69045.52}]","[{""metric"": ""Revenue"", ""value"": 144755.03}, {""metric"": ""Orders"", ""value"": 832}]",858,0.96
90ca09ba-089d-465c-937d-9d3ce3092566,4,a7eec936-a0df-4b71-8679-118418ac3bcb,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-11-06,churn_prediction,xgboost,Accuracy,0.9069,"{""rmse"": 5150.86, ""mae"": 5080.89}","[{""x"": 0, ""y"": 62996.35}, {""x"": 1, ""y"": 74073.98}, {""x"": 2, ""y"": 79497.69}, {""x"": 3, ""y"": 74243.98}, {""x"": 4, ""y"": 51812.99}, {""x"": 5, ""y"": 78634.97}, {""x"": 6, ""y"": 46885.8}, {""x"": 7, ""y"": 42066.65}, {""x"": 8, ""y"": 62973.12}, {""x"": 9, ""y"": 78677.56}, {""x"": 10, ""y"": 40337.27}, {""x"": 11, ""y"": 42405.02}, {""x"": 12, ""y"": 52043.13}, {""x"": 13, ""y"": 78181.5}, {""x"": 14, ""y"": 40920.79}, {""x"": 15, ""y"": 47247.44}, {""x"": 16, ""y"": 75538.73}, {""x"": 17, ""y"": 46399.26}, {""x"": 18, ""y"": 52153.19}, {""x"": 19, ""y"": 72037.74}, {""x"": 20, ""y"": 30800.37}, {""x"": 21, ""y"": 42399.53}, {""x"": 22, ""y"": 60891.17}, {""x"": 23, ""y"": 37058.45}, {""x"": 24, ""y"": 64878.83}, {""x"": 25, ""y"": 63922.19}, {""x"": 26, ""y"": 43602.24}, {""x"": 27, ""y"": 57392.5}, {""x"": 28, ""y"": 68356.86}, {""x"": 29, ""y"": 68977.72}]","[{""metric"": ""Revenue"", ""value"": 443399.95}, {""metric"": ""Orders"", ""value"": 206}]",1773,0.93
92c80c5f-79f8-40b6-882a-5e322534f60b,1,9e428627-9da9-4a26-aebb-d797daa78c9a,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-10-31,customer_segmentation,lightgbm,Accuracy,0.9311,"{""rmse"": 7450.87, ""mae"": 3446.25}","[{""x"": 0, ""y"": 32148.72}, {""x"": 1, ""y"": 35909.13}, {""x"": 2, ""y"": 67312.87}, {""x"": 3, ""y"": 54608.8}, {""x"": 4, ""y"": 31586.98}, {""x"": 5, ""y"": 40342.88}, {""x"": 6, ""y"": 31962.23}, {""x"": 7, ""y"": 30235.79}, {""x"": 8, ""y"": 73217.15}, {""x"": 9, ""y"": 36166.38}, {""x"": 10, ""y"": 32707.44}, {""x"": 11, ""y"": 53991.68}, {""x"": 12, ""y"": 43746.57}, {""x"": 13, ""y"": 37104.36}, {""x"": 14, ""y"": 31842.15}, {""x"": 15, ""y"": 56499.82}, {""x"": 16, ""y"": 31200.66}, {""x"": 17, ""y"": 72511.08}, {""x"": 18, ""y"": 65625.66}, {""x"": 19, ""y"": 62903.88}, {""x"": 20, ""y"": 36585.62}, {""x"": 21, ""y"": 72790.26}, {""x"": 22, ""y"": 74206.34}, {""x"": 23, ""y"": 35495.41}, {""x"": 24, ""y"": 31438.49}, {""x"": 25, ""y"": 66165.15}, {""x"": 26, ""y"": 51926.34}, {""x"": 27, ""y"": 32548.37}, {""x"": 28, ""y"": 55474.5}, {""x"": 29, ""y"": 31207.11}]","[{""metric"": ""Revenue"", ""value"": 463731.75}, {""metric"": ""Orders"", ""value"": 959}]",3416,0.96
4d1239f6-2cf7-4867-8e7e-f461ed9349a5,5,831c978d-2542-427f-aee3-3bee6fb06da3,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-12-03,customer_segmentation,xgboost,MAPE,0.7774,"{""rmse"": 7202.1, ""mae"": 7135.17}","[{""x"": 0, ""y"": 76595.65}, {""x"": 1, ""y"": 51320.94}, {""x"": 2, ""y"": 54693.92}, {""x"": 3, ""y"": 50241.17}, {""x"": 4, ""y"": 56521.42}, {""x"": 5, ""y"": 78777.15}, {""x"": 6, ""y"": 59228.94}, {""x"": 7, ""y"": 78575.31}, {""x"": 8, ""y"": 64141.54}, {""x"": 9, ""y"": 64190.08}, {""x"": 10, ""y"": 79719.68}, {""x"": 11, ""y"": 74248.47}, {""x"": 12, ""y"": 31451.83}, {""x"": 13, ""y"": 72890.81}, {""x"": 14, ""y"": 54675.54}, {""x"": 15, ""y"": 73942.28}, {""x"": 16, ""y"": 53858.84}, {""x"": 17, ""y"": 57513.4}, {""x"": 18, ""y"": 40390.97}, {""x"": 19, ""y"": 74114.21}, {""x"": 20, ""y"": 33269.84}, {""x"": 21, ""y"": 38973.3}, {""x"": 22, ""y"": 63012.13}, {""x"": 23, ""y"": 71847.13}, {""x"": 24, ""y"": 62308.7}, {""x"": 25, ""y"": 39969.58}, {""x"": 26, ""y"": 55730.24}, {""x"": 27, ""y"": 41438.27}, {""x"": 28, ""y"": 71904.3}, {""x"": 29, ""y"": 79694.09}]","[{""metric"": ""Revenue"", ""value"": 175197.81}, {""metric"": ""Orders"", ""value"": 800}]",2038,0.91
8601f7f7-cd92-4a83-990b-33b2904dfe32,4,69ee62d0-dd36-44f4-89bd-ffc7118ca27b,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-09-14,sales_forecast,lightgbm,MAPE,0.904,"{""rmse"": 12685.9, ""mae"": 7190.95}","[{""x"": 0, ""y"": 72181.99}, {""x"": 1, ""y"": 73302.51}, {""x"": 2, ""y"": 32492.18}, {""x"": 3, ""y"": 50036.21}, {""x"": 4, ""y"": 45368.14}, {""x"": 5, ""y"": 38148.68}, {""x"": 6, ""y"": 64291.53}, {""x"": 7, ""y"": 40445.11}, {""x"": 8, ""y"": 66856.96}, {""x"": 9, ""y"": 55880.05}, {""x"": 10, ""y"": 30288.83}, {""x"": 11, ""y"": 59220.52}, {""x"": 12, ""y"": 68898.59}, {""x"": 13, ""y"": 51923.02}, {""x"": 14, ""y"": 76112.34}, {""x"": 15, ""y"": 32357.79}, {""x"": 16, ""y"": 31725.29}, {""x"": 17, ""y"": 40920.14}, {""x"": 18, ""y"": 42560.43}, {""x"": 19, ""y"": 71521.91}, {""x"": 20, ""y"": 68393.85}, {""x"": 21, ""y"": 53511.81}, {""x"": 22, ""y"": 40144.68}, {""x"": 23, ""y"": 66925.39}, {""x"": 24, ""y"": 59492.55}, {""x"": 25, ""y"": 55722.59}, {""x"": 26, ""y"": 53515.9}, {""x"": 27, ""y"": 30906.47}, {""x"": 28, ""y"": 53173.17}, {""x"": 29, ""y"": 69053.54}]","[{""metric"": ""Revenue"", ""value"": 245915.98}, {""metric"": ""Orders"", ""value"": 358}]",1162,0.93
61488b03-1c0c-47ac-8561-7d74f5409ade,1,11a0b0b4-beb5-45d7-bdab-0fd11f98a36e,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-12-08,sales_forecast,xgboost,Accuracy,0.8674,"{""rmse"": 14080.91, ""mae"": 3719.25}","[{""x"": 0, ""y"": 68608.86}, {""x"": 1, ""y"": 55711.35}, {""x"": 2, ""y"": 38839.68}, {""x"": 3, ""y"": 58963.7}, {""x"": 4, ""y"": 31532.16}, {""x"": 5, ""y"": 43417.99}, {""x"": 6, ""y"": 59953.9}, {""x"": 7, ""y"": 79036.73}, {""x"": 8, ""y"": 48120.57}, {""x"": 9, ""y"": 37906.13}, {""x"": 10, ""y"": 62705.72}, {""x"": 11, ""y"": 79035.62}, {""x"": 12, ""y"": 79957.05}, {""x"": 13, ""y"": 56332.01}, {""x"": 14, ""y"": 35710.49}, {""x"": 15, ""y"": 64304.53}, {""x"": 16, ""y"": 52360.4}, {""x"": 17, ""y"": 37061.42}, {""x"": 18, ""y"": 44311.11}, {""x"": 19, ""y"": 41369.26}, {""x"": 20, ""y"": 44943.55}, {""x"": 21, ""y"": 31043.51}, {""x"": 22, ""y"": 47277.33}, {""x"": 23, ""y"": 67532.77}, {""x"": 24, ""y"": 45014.48}, {""x"": 25, ""y"": 45477.7}, {""x"": 26, ""y"": 50748.74}, {""x"": 27, ""y"": 35357.54}, {""x"": 28, ""y"": 77809.37}, {""x"": 29, ""y"": 73092.73}]","[{""metric"": ""Revenue"", ""value"": 368197.91}, {""metric"": ""Orders"", ""value"": 594}]",4637,0.95
938a8d42-474e-4682-a227-dc59d38b8c03,4,c4879739-963b-4dc4-ad45-5b13dbbfed70,4c468ad9-aa48-4691-90f2-54651adcecc7,2025-10-08,churn_prediction,lightgbm,Silhouette Score,0.9477,"{""rmse"": 6141.57, ""mae"": 7146.75}","[{""x"": 0, ""y"": 35361.19}, {""x"": 1, ""y"": 55864.83}, {""x"": 2, ""y"": 57927.25}, {""x"": 3, ""y"": 68596.26}, {""x"": 4, ""y"": 79315.9}, {""x"": 5, ""y"": 51654.43}, {""x"": 6, ""y"": 31227.49}, {""x"": 7, ""y"": 77329.65}, {""x"": 8, ""y"": 51992.61}, {""x"": 9, ""y"": 42912.06}, {""x"": 10, ""y"": 76833.38}, {""x"": 11, ""y"": 44242.29}, {""x"": 12, ""y"": 60856.88}, {""x"": 13, ""y"": 74813.08}, {""x"": 14, ""y"": 62083.14}, {""x"": 15, ""y"": 62231.86}, {""x"": 16, ""y"": 42424.6}, {""x"": 17, ""y"": 32820.9}, {""x"": 18, ""y"": 78402.87}, {""x"": 19, ""y"": 52001.13}, {""x"": 20, ""y"": 73283.46}, {""x"": 21, ""y"": 55264.05}, {""x"": 22, ""y"": 56961.44}, {""x"": 23, ""y"": 31519.98}, {""x"": 24, ""y"": 64437.07}, {""x"": 25, ""y"": 38842.31}, {""x"": 26, ""y"": 50848.36}, {""x"": 27, ""y"": 35654.22}, {""x"": 28, ""y"": 79504.7}, {""x"": 29, ""y"": 70656.01}]","[{""metric"": ""Revenue"", ""value"": 379187.56}, {""metric"": ""Orders"", ""value"": 688}]",4516,0.97
