tenant_id,description,amount,type,date,status,client_id
1,Service Payment,164.37,income,2025-08-23,paid,
1,Service Payment,631.65,income,2025-08-03,paid,
1,Operational Cost,159.91,expense,2025-09-08,paid,
1,Service Payment,779.22,income,2025-06-06,paid,
1,Operational Cost,581.75,expense,2025-11-14,paid,
1,Operational Cost,211.93,expense,2025-05-08,paid,
1,Service Payment,204.61,income,2025-04-08,paid,
1,Operational Cost,751.35,expense,2025-10-28,paid,
1,Operational Cost,140.25,expense,2025-09-24,paid,
1,Operational Cost,904.50,expense,2025-09-13,paid,
1,Service Payment,693.99,income,2025-05-13,paid,
1,Operational Cost,825.79,expense,2025-03-06,paid,
1,Service Payment,264.09,income,2025-05-06,paid,
1,Service Payment,690.58,income,2025-07-28,paid,
1,Service Payment,1022.70,income,2025-01-23,paid,
1,Service Payment,545.24,income,2025-10-07,paid,
1,Operational Cost,876.91,expense,2025-06-17,paid,
1,Service Payment,441.60,income,2025-04-07,paid,
1,Service Payment,807.05,income,2025-08-26,paid,
1,Operational Cost,565.34,expense,2025-11-15,paid,
1,Operational Cost,547.33,expense,2025-05-17,paid,
1,Service Payment,1062.77,income,2025-06-16,paid,
1,Service Payment,850.90,income,2025-08-04,paid,
1,Service Payment,897.15,income,2025-10-25,paid,
1,Operational Cost,449.37,expense,2025-11-20,paid,
1,Service Payment,1084.32,income,2025-03-13,paid,
1,Service Payment,404.03,income,2025-04-28,paid,
1,Operational Cost,1005.65,expense,2025-05-18,paid,
1,Service Payment,445.30,income,2025-09-27,paid,
1,Service Payment,1094.52,income,2025-07-08,paid,
1,Operational Cost,311.70,expense,2025-02-27,paid,
1,Service Payment,359.59,income,2025-11-27,paid,
1,Operational Cost,346.68,expense,2025-09-13,paid,
1,Service Payment,607.43,income,2025-03-31,paid,
1,Service Payment,171.89,income,2025-11-16,paid,
1,Service Payment,184.15,income,2025-01-10,paid,
1,Operational Cost,958.91,expense,2025-11-23,paid,
1,Operational Cost,350.37,expense,2025-08-01,paid,
1,Service Payment,908.43,income,2025-09-14,paid,
1,Service Payment,309.72,income,2025-10-06,paid,
1,Operational Cost,404.59,expense,2025-07-11,paid,
1,Operational Cost,961.73,expense,2025-07-05,paid,
1,Service Payment,119.53,income,2025-08-21,paid,
1,Service Payment,562.47,income,2025-01-22,paid,
1,Service Payment,187.97,income,2025-05-28,paid,
1,Operational Cost,816.39,expense,2025-06-27,paid,
1,Operational Cost,215.04,expense,2025-10-15,paid,
1,Service Payment,790.34,income,2025-02-02,paid,
1,Service Payment,641.43,income,2025-10-18,paid,
1,Service Payment,602.06,income,2025-03-07,paid,
1,Service Payment,1018.58,income,2025-02-16,paid,
1,Service Payment,344.33,income,2025-11-06,paid,
1,Service Payment,407.51,income,2025-03-29,paid,
1,Service Payment,120.17,income,2025-05-05,paid,
1,Service Payment,842.50,income,2025-08-19,paid,
1,Service Payment,719.03,income,2025-10-01,paid,
1,Service Payment,716.44,income,2025-11-06,paid,
1,Operational Cost,625.94,expense,2025-10-06,paid,
1,Service Payment,902.92,income,2025-10-09,paid,
1,Service Payment,635.40,income,2025-10-01,paid,
1,Operational Cost,1097.99,expense,2025-05-01,paid,
1,Service Payment,798.06,income,2025-09-15,paid,
1,Service Payment,105.94,income,2025-11-30,paid,
1,Service Payment,529.99,income,2025-06-27,paid,
1,Operational Cost,232.08,expense,2025-06-18,paid,
1,Service Payment,615.72,income,2025-11-08,paid,
1,Service Payment,510.63,income,2025-01-02,paid,
1,Service Payment,598.21,income,2025-10-02,paid,
1,Service Payment,748.46,income,2025-06-08,paid,
1,Operational Cost,810.69,expense,2025-09-28,paid,
1,Service Payment,768.56,income,2025-01-13,paid,
1,Service Payment,320.65,income,2025-11-02,paid,
1,Operational Cost,1068.96,expense,2025-11-30,paid,
1,Service Payment,1096.80,income,2025-02-18,paid,
1,Service Payment,175.82,income,2025-04-26,paid,
1,Service Payment,965.50,income,2025-02-12,paid,
1,Service Payment,111.77,income,2025-08-16,paid,
1,Operational Cost,110.26,expense,2025-09-24,paid,
1,Service Payment,305.72,income,2025-11-11,paid,
1,Service Payment,819.66,income,2025-11-30,paid,
1,Operational Cost,558.51,expense,2025-08-03,paid,
1,Service Payment,422.36,income,2025-06-04,paid,
1,Operational Cost,658.26,expense,2025-10-18,paid,
1,Operational Cost,898.93,expense,2025-01-02,paid,
1,Service Payment,522.31,income,2025-06-01,paid,
1,Operational Cost,212.28,expense,2025-09-10,paid,
1,Operational Cost,803.22,expense,2025-08-17,paid,
1,Service Payment,109.23,income,2025-03-15,paid,
1,Service Payment,177.69,income,2025-08-26,paid,
1,Service Payment,1055.32,income,2025-08-01,paid,
1,Service Payment,848.13,income,2025-05-08,paid,
1,Operational Cost,420.51,expense,2025-08-31,paid,
1,Service Payment,305.80,income,2025-02-26,paid,
1,Service Payment,1045.63,income,2025-07-15,paid,
1,Operational Cost,351.29,expense,2025-05-06,paid,
1,Service Payment,770.98,income,2025-09-22,paid,
1,Operational Cost,1023.47,expense,2025-09-27,paid,
1,Service Payment,306.71,income,2025-04-11,paid,
1,Service Payment,796.10,income,2025-06-30,paid,
1,Service Payment,282.14,income,2025-09-28,paid,
1,Service Payment,725.33,income,2025-04-25,paid,
1,Service Payment,163.59,income,2025-10-29,paid,
1,Service Payment,806.80,income,2025-10-11,paid,
1,Operational Cost,480.65,expense,2025-07-04,paid,
1,Service Payment,967.52,income,2025-09-09,paid,
1,Service Payment,616.80,income,2025-10-20,paid,
1,Operational Cost,907.63,expense,2025-04-02,paid,
1,Service Payment,780.34,income,2025-09-01,paid,
1,Service Payment,187.80,income,2025-03-17,paid,
1,Service Payment,868.65,income,2025-06-13,paid,
1,Service Payment,902.88,income,2025-03-28,paid,
1,Service Payment,509.51,income,2025-04-12,paid,
1,Operational Cost,253.65,expense,2025-08-12,paid,
1,Service Payment,602.39,income,2025-10-26,paid,
1,Operational Cost,816.30,expense,2025-05-22,paid,
1,Service Payment,799.57,income,2025-01-22,paid,
1,Operational Cost,794.42,expense,2025-02-05,paid,
1,Service Payment,971.63,income,2025-08-16,paid,
1,Service Payment,178.25,income,2025-03-06,paid,
1,Service Payment,825.05,income,2025-10-13,paid,
1,Service Payment,318.05,income,2025-10-19,paid,
1,Operational Cost,752.45,expense,2025-05-15,paid,
1,Service Payment,984.27,income,2025-01-11,paid,
1,Operational Cost,292.24,expense,2025-07-06,paid,
1,Service Payment,406.87,income,2025-02-07,paid,
1,Service Payment,1050.50,income,2025-06-20,paid,
1,Operational Cost,531.00,expense,2025-03-02,paid,
1,Service Payment,507.23,income,2025-11-19,paid,
1,Operational Cost,558.85,expense,2025-01-17,paid,
1,Service Payment,1069.43,income,2025-10-16,paid,
1,Service Payment,1067.00,income,2025-11-19,paid,
1,Operational Cost,980.90,expense,2025-03-30,paid,
1,Operational Cost,792.52,expense,2025-07-11,paid,
1,Service Payment,186.24,income,2025-03-02,paid,
1,Service Payment,490.20,income,2025-07-19,paid,
1,Service Payment,878.49,income,2025-10-19,paid,
1,Operational Cost,242.59,expense,2025-10-15,paid,
1,Operational Cost,571.56,expense,2025-07-14,paid,
1,Operational Cost,1081.53,expense,2025-04-22,paid,
1,Service Payment,282.01,income,2025-03-03,paid,
1,Operational Cost,1094.74,expense,2025-08-11,paid,
1,Service Payment,949.69,income,2025-03-22,paid,
1,Service Payment,761.56,income,2025-07-20,paid,
1,Service Payment,128.01,income,2025-03-09,paid,
1,Service Payment,409.18,income,2025-08-16,paid,
1,Service Payment,1017.41,income,2025-06-06,paid,
1,Operational Cost,132.01,expense,2025-08-18,paid,
1,Service Payment,898.71,income,2025-03-16,paid,
1,Service Payment,1005.31,income,2025-08-31,paid,
1,Service Payment,453.68,income,2025-02-11,paid,
1,Service Payment,705.32,income,2025-07-18,paid,
1,Service Payment,488.17,income,2025-07-30,paid,
1,Service Payment,696.02,income,2025-08-30,paid,
1,Service Payment,1085.04,income,2025-07-23,paid,
1,Service Payment,477.95,income,2025-10-15,paid,
1,Service Payment,331.03,income,2025-09-18,paid,
1,Operational Cost,403.28,expense,2025-10-08,paid,
1,Service Payment,918.13,income,2025-06-05,paid,
1,Service Payment,990.82,income,2025-07-05,paid,
1,Operational Cost,714.24,expense,2025-06-14,paid,
1,Service Payment,1018.83,income,2025-04-07,paid,
1,Operational Cost,140.18,expense,2025-11-05,paid,
1,Service Payment,694.98,income,2025-10-06,paid,
1,Operational Cost,100.92,expense,2025-02-12,paid,
1,Service Payment,406.55,income,2025-02-16,paid,
1,Operational Cost,650.27,expense,2025-05-05,paid,
1,Service Payment,875.08,income,2025-09-17,paid,
1,Service Payment,191.21,income,2025-05-30,paid,
1,Service Payment,823.58,income,2025-06-14,paid,
1,Operational Cost,344.04,expense,2025-01-24,paid,
1,Service Payment,780.04,income,2025-10-07,paid,
1,Service Payment,964.00,income,2025-05-04,paid,
1,Operational Cost,1021.13,expense,2025-12-03,paid,
1,Service Payment,1049.16,income,2025-10-11,paid,
1,Service Payment,451.26,income,2025-04-16,paid,
1,Service Payment,515.78,income,2025-01-29,paid,
1,Operational Cost,895.61,expense,2025-04-19,paid,
1,Service Payment,1018.74,income,2025-11-22,paid,
1,Service Payment,935.30,income,2025-11-23,paid,
1,Operational Cost,1025.99,expense,2025-01-06,paid,
1,Service Payment,947.52,income,2025-09-09,paid,
1,Service Payment,489.02,income,2025-07-15,paid,
1,Operational Cost,398.32,expense,2025-04-23,paid,
1,Service Payment,405.83,income,2025-03-31,paid,
1,Service Payment,886.86,income,2025-11-17,paid,
1,Service Payment,765.08,income,2025-08-01,paid,
1,Service Payment,873.74,income,2025-11-05,paid,
1,Service Payment,920.96,income,2025-05-30,paid,
1,Operational Cost,996.56,expense,2025-08-23,paid,
1,Service Payment,1004.47,income,2025-02-14,paid,
1,Operational Cost,845.88,expense,2025-04-04,paid,
1,Operational Cost,988.24,expense,2025-08-08,paid,
1,Service Payment,192.63,income,2025-05-04,paid,
1,Operational Cost,893.70,expense,2025-06-09,paid,
1,Service Payment,130.93,income,2025-11-20,paid,
1,Operational Cost,287.10,expense,2025-03-25,paid,
1,Operational Cost,930.17,expense,2025-05-31,paid,
1,Service Payment,883.52,income,2025-02-27,paid,
1,Service Payment,282.18,income,2025-03-26,paid,
1,Service Payment,307.39,income,2025-09-27,paid,
1,Service Payment,766.70,income,2025-10-09,paid,
1,Service Payment,234.29,income,2025-05-17,paid,
1,Operational Cost,120.15,expense,2025-04-21,paid,
1,Operational Cost,197.53,expense,2025-06-13,paid,
1,Service Payment,521.03,income,2025-01-08,paid,
1,Operational Cost,445.68,expense,2025-08-15,paid,
1,Service Payment,954.63,income,2025-09-23,paid,
1,Service Payment,258.54,income,2025-05-30,paid,
1,Operational Cost,930.56,expense,2025-05-21,paid,
1,Service Payment,1005.38,income,2025-09-23,paid,
1,Service Payment,1064.59,income,2025-08-08,paid,
1,Service Payment,1058.33,income,2025-01-27,paid,
1,Operational Cost,992.99,expense,2025-05-11,paid,
1,Operational Cost,834.47,expense,2025-09-09,paid,
1,Service Payment,289.69,income,2025-09-21,paid,
1,Service Payment,712.17,income,2025-12-01,paid,
1,Operational Cost,985.86,expense,2025-02-24,paid,
1,Service Payment,443.39,income,2025-06-22,paid,
1,Operational Cost,517.18,expense,2025-03-12,paid,
1,Service Payment,1002.44,income,2025-01-24,paid,
1,Service Payment,327.39,income,2025-08-27,paid,
1,Operational Cost,563.35,expense,2025-10-07,paid,
1,Service Payment,227.64,income,2025-09-07,paid,
1,Service Payment,571.69,income,2025-08-28,paid,
1,Operational Cost,926.76,expense,2025-11-19,paid,
1,Service Payment,834.18,income,2025-09-13,paid,
1,Operational Cost,614.58,expense,2025-11-05,paid,
1,Operational Cost,140.82,expense,2025-03-24,paid,
1,Service Payment,675.48,income,2025-03-09,paid,
1,Service Payment,546.78,income,2025-05-12,paid,
1,Service Payment,681.24,income,2025-08-22,paid,
1,Service Payment,1065.88,income,2025-10-09,paid,
1,Service Payment,181.51,income,2025-03-24,paid,
1,Service Payment,301.16,income,2025-12-01,paid,
1,Service Payment,447.15,income,2025-06-18,paid,
1,Operational Cost,987.89,expense,2025-10-30,paid,
1,Operational Cost,640.76,expense,2025-05-22,paid,
1,Service Payment,836.63,income,2025-09-16,paid,
1,Service Payment,533.33,income,2025-01-30,paid,
1,Service Payment,909.72,income,2025-04-29,paid,
1,Operational Cost,1052.31,expense,2025-09-10,paid,
1,Service Payment,864.31,income,2025-11-25,paid,
1,Operational Cost,624.78,expense,2025-08-02,paid,
1,Operational Cost,663.15,expense,2025-09-27,paid,
1,Service Payment,135.98,income,2025-09-18,paid,
1,Service Payment,350.75,income,2025-01-08,paid,
1,Operational Cost,748.62,expense,2025-11-07,paid,
1,Service Payment,502.40,income,2025-10-03,paid,
1,Service Payment,649.05,income,2025-05-20,paid,
1,Service Payment,346.59,income,2025-08-18,paid,
1,Operational Cost,169.74,expense,2025-07-09,paid,
1,Operational Cost,429.46,expense,2025-03-28,paid,
1,Service Payment,801.20,income,2025-09-19,paid,
1,Operational Cost,284.78,expense,2025-02-11,paid,
1,Service Payment,937.52,income,2025-06-29,paid,
1,Service Payment,847.90,income,2025-11-24,paid,
1,Service Payment,124.66,income,2025-08-10,paid,
1,Service Payment,1088.35,income,2025-11-15,paid,
1,Service Payment,475.76,income,2025-09-04,paid,
1,Service Payment,183.75,income,2025-10-24,paid,
1,Operational Cost,151.31,expense,2025-04-10,paid,
1,Service Payment,933.48,income,2025-07-20,paid,
1,Operational Cost,835.88,expense,2025-02-15,paid,
1,Service Payment,817.48,income,2025-06-11,paid,
1,Service Payment,946.46,income,2025-11-21,paid,
1,Service Payment,1026.40,income,2025-01-16,paid,
1,Service Payment,634.88,income,2025-11-13,paid,
1,Service Payment,651.98,income,2025-07-24,paid,
1,Service Payment,885.20,income,2025-11-16,paid,
1,Service Payment,632.52,income,2025-09-19,paid,
1,Service Payment,940.53,income,2025-02-17,paid,
1,Service Payment,127.64,income,2025-04-13,paid,
1,Service Payment,444.90,income,2025-10-30,paid,
1,Service Payment,121.63,income,2025-01-07,paid,
1,Service Payment,764.82,income,2025-10-08,paid,
1,Service Payment,630.19,income,2025-06-17,paid,
1,Service Payment,1012.81,income,2025-04-16,paid,
1,Operational Cost,687.16,expense,2025-03-15,paid,
1,Service Payment,1056.77,income,2025-05-29,paid,
1,Operational Cost,926.02,expense,2025-06-13,paid,
1,Service Payment,473.17,income,2025-07-04,paid,
1,Operational Cost,315.45,expense,2025-05-09,paid,
1,Service Payment,331.47,income,2025-04-11,paid,
1,Operational Cost,492.07,expense,2025-09-30,paid,
1,Service Payment,883.24,income,2025-09-15,paid,
1,Service Payment,191.16,income,2025-01-02,paid,
1,Service Payment,919.82,income,2025-07-16,paid,
1,Service Payment,277.43,income,2025-01-12,paid,
1,Service Payment,531.04,income,2025-11-03,paid,
1,Operational Cost,495.87,expense,2025-06-30,paid,
1,Operational Cost,716.68,expense,2025-07-11,paid,
1,Service Payment,884.39,income,2025-06-06,paid,
1,Operational Cost,270.37,expense,2025-05-28,paid,
1,Service Payment,253.51,income,2025-03-10,paid,
1,Service Payment,1049.90,income,2025-09-04,paid,
1,Operational Cost,1072.24,expense,2025-05-16,paid,
1,Service Payment,519.80,income,2025-06-25,paid,
1,Operational Cost,331.13,expense,2025-09-11,paid,
1,Service Payment,964.11,income,2025-03-05,paid,
1,Service Payment,197.90,income,2025-07-02,paid,
1,Operational Cost,968.18,expense,2025-03-27,paid,
1,Service Payment,291.98,income,2025-01-21,paid,
1,Service Payment,517.82,income,2025-04-11,paid,
1,Service Payment,768.94,income,2025-10-25,paid,
1,Service Payment,633.02,income,2025-10-03,paid,
1,Service Payment,997.17,income,2025-05-28,paid,
1,Operational Cost,516.36,expense,2025-08-11,paid,
1,Operational Cost,1066.11,expense,2025-02-02,paid,
1,Operational Cost,103.01,expense,2025-02-27,paid,
1,Service Payment,411.90,income,2025-05-30,paid,
1,Service Payment,1018.63,income,2025-03-04,paid,
1,Operational Cost,356.75,expense,2025-01-23,paid,
1,Operational Cost,1014.81,expense,2025-10-25,paid,
1,Service Payment,608.58,income,2025-07-03,paid,
1,Service Payment,994.76,income,2025-01-26,paid,
1,Service Payment,282.36,income,2025-07-16,paid,
1,Operational Cost,1006.80,expense,2025-01-15,paid,
1,Operational Cost,153.09,expense,2025-09-03,paid,
1,Service Payment,343.19,income,2025-07-23,paid,
1,Service Payment,1082.57,income,2025-05-11,paid,
1,Service Payment,258.31,income,2025-06-23,paid,
1,Operational Cost,275.77,expense,2025-10-31,paid,
1,Operational Cost,1062.83,expense,2025-10-25,paid,
1,Service Payment,334.77,income,2025-09-27,paid,
1,Service Payment,230.78,income,2025-01-22,paid,
1,Service Payment,243.76,income,2025-07-10,paid,
1,Service Payment,924.95,income,2025-11-07,paid,
1,Service Payment,600.86,income,2025-09-01,paid,
1,Operational Cost,621.41,expense,2025-02-08,paid,
1,Operational Cost,754.45,expense,2025-12-11,paid,
1,Service Payment,686.90,income,2025-11-24,paid,
1,Service Payment,539.94,income,2025-10-18,paid,
1,Service Payment,150.17,income,2025-03-08,paid,
1,Operational Cost,1065.02,expense,2025-09-30,paid,
1,Service Payment,774.82,income,2025-02-24,paid,
1,Service Payment,252.27,income,2025-11-17,paid,
1,Service Payment,930.00,income,2025-10-20,paid,
1,Operational Cost,334.85,expense,2025-11-15,paid,
1,Service Payment,548.84,income,2025-08-11,paid,
1,Service Payment,312.10,income,2025-08-14,paid,
1,Service Payment,369.57,income,2025-03-25,paid,
1,Service Payment,765.30,income,2025-10-14,paid,
1,Operational Cost,417.54,expense,2025-10-07,paid,
1,Service Payment,512.72,income,2025-10-29,paid,
1,Operational Cost,1056.41,expense,2025-06-16,paid,
1,Service Payment,385.77,income,2025-02-11,paid,
1,Service Payment,835.87,income,2025-04-30,paid,
1,Operational Cost,233.05,expense,2025-10-21,paid,
1,Service Payment,1094.78,income,2025-06-09,paid,
1,Service Payment,660.71,income,2025-07-06,paid,
1,Service Payment,254.13,income,2025-05-27,paid,
1,Service Payment,997.44,income,2025-08-14,paid,
1,Operational Cost,879.77,expense,2025-08-12,paid,
1,Service Payment,460.18,income,2025-05-19,paid,
1,Service Payment,609.94,income,2025-06-28,paid,
1,Operational Cost,107.49,expense,2025-01-07,paid,
1,Service Payment,124.51,income,2025-03-31,paid,
1,Service Payment,394.10,income,2025-06-25,paid,
1,Service Payment,486.63,income,2025-03-06,paid,
1,Service Payment,1014.56,income,2025-06-07,paid,
1,Operational Cost,334.92,expense,2025-10-15,paid,
1,Operational Cost,135.97,expense,2025-12-08,paid,
1,Operational Cost,641.22,expense,2025-01-13,paid,
1,Operational Cost,1006.30,expense,2025-07-06,paid,
1,Operational Cost,447.81,expense,2025-07-10,paid,
1,Service Payment,912.90,income,2025-07-19,paid,
1,Service Payment,567.06,income,2025-04-29,paid,
1,Service Payment,718.02,income,2025-01-29,paid,
1,Service Payment,885.89,income,2025-08-30,paid,
1,Service Payment,849.56,income,2025-08-02,paid,
1,Operational Cost,611.01,expense,2025-05-25,paid,
1,Operational Cost,579.48,expense,2025-11-05,paid,
1,Service Payment,364.65,income,2025-11-06,paid,
1,Service Payment,552.24,income,2025-03-17,paid,
1,Service Payment,177.58,income,2025-04-10,paid,
1,Service Payment,775.92,income,2025-04-03,paid,
1,Service Payment,390.66,income,2025-07-13,paid,
1,Service Payment,887.15,income,2025-08-02,paid,
1,Service Payment,501.74,income,2025-07-14,paid,
1,Operational Cost,999.37,expense,2025-06-17,paid,
1,Operational Cost,743.48,expense,2025-05-19,paid,
1,Service Payment,105.00,income,2025-06-07,paid,
1,Service Payment,981.93,income,2025-08-22,paid,
1,Service Payment,353.46,income,2025-10-26,paid,
1,Service Payment,832.14,income,2025-08-03,paid,
1,Operational Cost,101.09,expense,2025-06-12,paid,
1,Operational Cost,208.47,expense,2025-01-08,paid,
1,Operational Cost,436.83,expense,2025-07-21,paid,
1,Service Payment,885.51,income,2025-02-08,paid,
1,Service Payment,936.10,income,2025-10-14,paid,
1,Service Payment,188.26,income,2025-03-16,paid,
1,Service Payment,182.39,income,2025-11-20,paid,
1,Operational Cost,665.33,expense,2025-02-25,paid,
1,Service Payment,386.83,income,2025-03-28,paid,
1,Service Payment,664.97,income,2025-09-06,paid,
1,Operational Cost,609.20,expense,2025-03-28,paid,
1,Service Payment,760.50,income,2025-01-11,paid,
1,Service Payment,606.83,income,2025-01-10,paid,
1,Service Payment,269.49,income,2025-04-28,paid,
